t,mode_before,mode_after,gesture,gesture_conf,face_detected,time_since_face_s,hand_detected,time_since_hand_s,key,battery,altitude_cm,reason,command,det_reason,face,hand,llm_reason,mode,t_any
1770721853.8046656,,,,,,,,,,90.0,0.0,,ground,Autonomy: no human for 115.2s -> search_360,False,False,,search_360,116.20348143577576
1770721854.7844248,,,,,,,,,,90.0,0.0,,ground,Autonomy: no human for 115.2s -> search_360,False,False,,search_360,117.21157145500183
1770721855.7907236,,,,,,,,,,90.0,0.0,,ground,Autonomy: no human for 115.2s -> search_360,False,False,,search_360,118.2178840637207
1770721856.8179176,,,,,,,,,,90.0,0.0,,ground,Autonomy: no human for 115.2s -> search_360,False,False,,search_360,119.21946573257446
1770721857.8196394,,,,,,,,,,90.0,0.0,,ground,Autonomy: search done (5s) -> hover,False,False,,hover,120.2202296257019
1770721858.803876,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,121.23103618621826
1770721859.8203948,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,122.24754095077515
1770721860.8418245,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,123.26898241043091
1770721861.8427763,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,124.26987981796265
1770721862.8556254,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,125.28279280662537
1770721863.8816175,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,126.30871057510376
1770721864.8943512,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,127.32145571708679
1770721865.9104881,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,128.33763647079468
1770721866.9529335,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,129.37998628616333
1770721867.837541,,,,,,,,,,90.0,0.0,,ground,Autonomy: no human for 130.2s -> search_360,False,False,,search_360,130.2338991165161
1770721868.8168936,,,,,,,,,,90.0,0.0,,ground,Autonomy: no human for 130.2s -> search_360,False,False,,search_360,131.2439730167389
1770721869.8452106,,,,,,,,,,90.0,0.0,,ground,Autonomy: no human for 130.2s -> search_360,False,False,,search_360,132.2723445892334
1770721870.8585677,,,,,,,,,,90.0,0.0,,ground,Autonomy: no human for 130.2s -> search_360,False,False,,search_360,133.28573894500732
1770721871.8639338,,,,,,,,,,90.0,0.0,,ground,Autonomy: no human for 130.2s -> search_360,False,False,,search_360,134.2910294532776
1770721872.8741126,,,,,,,,,,90.0,0.0,,ground,Autonomy: search done (5s) -> hover,False,False,,hover,135.26434016227722
1770721873.855528,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,136.2826817035675
1770721874.8725393,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,137.29970502853394
1770721875.8737223,,,,,,,,,,90.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,138.30086612701416
1770721876.8798428,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,139.30699968338013
1770721877.879959,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,140.30706930160522
1770721878.9078531,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,141.33502173423767
1770721879.9338114,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,142.36097741127014
1770721880.9528801,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,143.38004803657532
1770721881.9791481,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,144.40631532669067
1770721882.876732,,,,,,,,,,89.0,0.0,,ground,Autonomy: no human for 145.3s -> search_360,False,False,,search_360,145.30389380455017
1770721883.8960185,,,,,,,,,,89.0,0.0,,ground,Autonomy: no human for 145.3s -> search_360,False,False,,search_360,146.32318782806396
1770721884.900397,,,,,,,,,,89.0,0.0,,ground,Autonomy: no human for 145.3s -> search_360,False,False,,search_360,147.32756447792053
1770721885.9106224,,,,,,,,,,89.0,0.0,,ground,Autonomy: no human for 145.3s -> search_360,False,False,,search_360,148.33779168128967
1770721886.9159372,,,,,,,,,,89.0,0.0,,ground,Autonomy: no human for 145.3s -> search_360,False,False,,search_360,149.34310674667358
1770721887.8839242,,,,,,,,,,89.0,0.0,,ground,Autonomy: search done (5s) -> hover,False,False,,hover,150.2909209728241
1770721888.8877583,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,151.31492972373962
1770721889.891002,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,152.3181562423706
1770721890.9143362,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,153.32051134109497
1770721891.9017491,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,154.32891464233398
1770721892.902699,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,155.32985973358154
1770721893.9143655,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,156.34151458740234
1770721894.9312286,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,157.35839223861694
1770721895.950763,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,158.37792563438416
1770721896.9518235,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,159.37899208068848
1770721897.8903594,,,,,,,,,,89.0,0.0,,ground,Autonomy: no human for 160.3s -> search_360,False,False,,search_360,160.30041790008545
1770721898.8781276,,,,,,,,,,89.0,0.0,,ground,Autonomy: no human for 160.3s -> search_360,False,False,,search_360,161.3052945137024
1770721899.8842204,,,,,,,,,,89.0,0.0,,ground,Autonomy: no human for 160.3s -> search_360,False,False,,search_360,162.31139278411865
1770721900.8984525,,,,,,,,,,89.0,0.0,,ground,Autonomy: no human for 160.3s -> search_360,False,False,,search_360,163.32561945915222
1770721901.9217713,,,,,,,,,,89.0,0.0,,ground,Autonomy: no human for 160.3s -> search_360,False,False,,search_360,164.3489146232605
1770721902.8995144,,,,,,,,,,89.0,0.0,,ground,Autonomy: search done (5s) -> hover,False,False,,hover,165.30474638938904
1770721903.8810494,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,166.3082046508789
1770721904.8981464,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,167.32531356811523
1770721905.902447,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,168.32958054542542
1770721906.9288094,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,169.35596871376038
1770721907.9316123,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,170.35877132415771
1770721908.932582,,,,,,,,,,89.0,0.0,,ground,Autonomy: no intent -> hover,False,False,,hover,171.35970616340637
