t,seq,frame_age_ms,round,hold,cued_label,cued_name,phase,hand_detected,bbox_area,delta_s,svm_label,svm_name,svm_prob,svm_margin,rule_raw,rule_name,rule_conf,fb_stable_count,battery
1789908994.7032652,2390,2.42,1,8,6,BACK,hold,1,0.21037547,-0.156131,,,,,UP,UP,0.8145,26,100.0
1789908994.8121896,2392,12.07,1,8,6,BACK,hold,1,0.16959299,-0.193856,,,,,UP-BACK,UP,0.7789,1,100.0
1789908994.874048,2394,6.63,1,8,6,BACK,hold,1,0.13669666,-0.193972,,,,,UP-BACK,UP-BACK,0.7467,2,100.0
1789908994.9823565,2396,10.01,1,8,6,BACK,hold,1,0.10886094,-0.203631,,,,,UP-BACK,UP-BACK,0.7182,3,100.0
1789908995.0437317,2398,11.71,1,8,6,BACK,hold,1,0.0890234,-0.182228,,,,,UP-BACK,UP-BACK,0.7035,4,100.0
1789908995.1365726,2400,4.19,1,8,6,BACK,hold,1,0.07481424,-0.159611,,,,,CENTER,CENTER,0.5,1,100.0
1789908995.1981504,2402,3.07,1,8,6,BACK,hold,1,0.0648088,-0.133737,,,,,CENTER,CENTER,0.5,2,100.0
1789908995.290907,2404,14.49,1,8,6,BACK,hold,1,0.05756036,-0.111843,,,,,CENTER,CENTER,0.5,3,100.0
1789908995.3672507,2406,4.1,1,8,6,BACK,hold,1,0.05227905,-0.091753,,,,,CENTER,CENTER,0.5,4,100.0
1789908995.4750023,2408,9.11,1,8,6,BACK,hold,1,0.04754388,-0.090575,,,,,CENTER,CENTER,0.5,5,100.0
1789908995.5358326,2410,3.75,1,8,6,BACK,hold,1,0.04405754,-0.073329,,,,,CENTER,CENTER,0.5,6,100.0
1789908995.644812,2412,12.08,1,8,6,BACK,hold,1,0.04129132,-0.062786,,,,,CENTER,CENTER,0.5,7,100.0
1789908995.706372,2414,8.35,1,8,6,BACK,hold,1,0.03948267,-0.043802,,,,,CENTER,CENTER,0.5,8,100.0
1789908995.8002253,2416,2.03,1,8,6,BACK,hold,1,0.03831495,-0.029576,,,,,CENTER,CENTER,0.5,9,100.0
1789908995.8757894,2418,10.67,1,8,6,BACK,hold,1,0.03812705,-0.004904,,,,,CENTER,CENTER,0.5,10,100.0
1789908995.9817781,2420,12.73,1,8,6,BACK,hold,1,0.03866121,0.01401,,,,,CENTER,CENTER,0.5,11,100.0
1789908996.0432994,2422,10.64,1,8,6,BACK,hold,1,0.03971293,0.027203,,,,,CENTER,CENTER,0.5,12,100.0
1789908996.1360998,2424,0.97,1,8,6,BACK,hold,1,0.04174806,0.051246,,,,,CENTER,CENTER,0.5,13,100.0
1789908996.2115514,2426,13.97,1,8,6,BACK,hold,1,0.04458313,0.067909,,,,,CENTER,CENTER,0.5,14,100.0
1789908996.288385,2428,10.2,1,8,6,BACK,hold,1,0.04953873,0.111154,,,,,CENTER,CENTER,0.5,15,100.0
1789908996.3805006,2430,13.96,1,8,6,BACK,hold,1,0.05593453,0.129107,,,,,CENTER,CENTER,0.5,16,100.0
1789908996.4883122,2432,13.89,1,8,6,BACK,hold,1,0.06545311,0.170173,,,,,UP,UP,0.7223,1,100.0
1789908996.5342844,2434,4.27,1,8,6,BACK,hold,1,0.07640041,0.167254,,,,,UP,UP,0.7467,2,100.0
1789908996.6426623,2436,10.02,1,8,6,BACK,hold,1,0.09113014,0.192797,,,,,UP-FORWARD,UP,0.7741,1,100.0
1789908996.7043357,2438,4.31,1,8,6,BACK,hold,1,0.10749682,0.179597,,,,,UP,UP,0.8032,1,100.0
1789908996.8125231,2440,13.64,1,8,6,BACK,hold,1,0.13089867,0.217698,,,,,UP-FORWARD,UP,0.8311,1,100.0
1789908996.8739257,2442,5.46,1,8,6,BACK,hold,1,0.15763422,0.204246,,,,,UP-FORWARD,UP-FORWARD,0.867,2,100.0
1789908996.9819393,2444,14.29,1,8,6,BACK,hold,1,0.1924689,0.220984,,,,,UP-FORWARD,UP-FORWARD,0.9074,3,100.0
1789908997.0433128,2446,11.38,1,8,6,BACK,hold,1,0.22597229,0.174072,,,,,UP,UP,0.9363,1,100.0
1789908997.1370344,2448,3.47,1,8,6,BACK,hold,1,0.25931541,0.147554,,,,,UP,UP,0.9533,2,100.0
1789908997.2143614,2450,13.98,1,8,6,BACK,hold,1,0.28971476,0.117229,,,,,UP,UP,0.9764,3,100.0
1789908997.2767105,2452,4.54,1,8,6,BACK,hold,1,0.3158765,0.090302,,,,,UP,UP,0.9967,4,100.0
1789908997.3676348,2454,1.03,1,8,6,BACK,hold,1,0.33677402,0.066157,,,,,UP,UP,1.0,5,100.0
1789908997.47622,2456,12.69,1,8,6,BACK,hold,1,0.35579461,0.056479,,,,,UP,UP,1.0,6,100.0
1789908997.5378892,2458,5.99,1,8,6,BACK,hold,1,0.36353591,0.021758,,,,,UP,UP,1.0,7,100.0
1789908997.6469495,2460,13.38,1,8,6,BACK,hold,1,0.34168883,-0.060096,,,,,UP,UP,1.0,8,100.0
1789908997.7090867,2462,10.1,1,8,6,BACK,hold,1,0.29968408,-0.122933,,,,,UP,UP,0.9574,9,100.0
1789908997.8029094,2464,5.37,1,8,6,BACK,hold,1,0.24019656,-0.198501,,,,,UP-BACK,UP,0.8918,1,100.0
1789908997.8805563,2466,14.51,1,8,6,BACK,hold,1,0.19001721,-0.20891,,,,,UP-BACK,UP-BACK,0.8287,2,100.0
1789908997.9723806,2468,5.05,1,8,6,BACK,hold,1,0.14392582,-0.242564,,,,,UP-BACK,UP-BACK,0.7717,3,100.0
1789908998.032804,2470,2.46,1,8,6,BACK,hold,1,0.11103091,-0.228555,,,,,UP-BACK,UP-BACK,0.738,4,99.0
1789908998.140381,2472,9.25,1,8,6,BACK,hold,1,0.08697014,-0.216703,,,,,UP-BACK,UP-BACK,0.7072,5,99.0
1789908998.2013233,2474,4.84,1,8,6,BACK,hold,1,0.07109296,-0.182559,,,,,BACK,CENTER,0.6887,1,99.0
1789908998.2783968,2476,6.25,1,8,6,BACK,hold,1,0.05972822,-0.159857,,,,,CENTER,CENTER,0.5,1,99.0
1789908998.3718815,2478,4.07,1,8,6,BACK,hold,1,0.05207748,-0.128093,,,,,CENTER,CENTER,0.5,2,99.0
1789908998.4782124,2480,11.39,1,8,6,BACK,hold,1,0.04629401,-0.111055,,,,,CENTER,CENTER,0.5,3,99.0
1789908998.5415452,2482,11.27,1,8,6,BACK,hold,1,0.04228833,-0.086527,,,,,CENTER,CENTER,0.5,4,99.0
1789908998.6353655,2484,5.25,1,8,6,BACK,hold,1,0.03959647,-0.063655,,,,,CENTER,CENTER,0.5,5,99.0
1789908998.712655,2486,15.33,1,8,6,BACK,hold,1,0.03790667,-0.042675,,,,,CENTER,CENTER,0.5,6,99.0
1789908998.8038902,2488,4.12,1,8,6,BACK,hold,1,0.03674556,-0.030631,,,,,CENTER,CENTER,0.5,7,99.0
1789908998.8824942,2490,15.46,1,8,6,BACK,hold,1,0.03616847,-0.015705,,,,,CENTER,CENTER,0.5,8,99.0
1789908998.9744115,2492,7.9,1,8,6,BACK,hold,1,0.03601571,-0.004224,,,,,CENTER,CENTER,0.5,9,99.0
1789908999.0361087,2494,4.15,1,8,6,BACK,hold,1,0.0359822,-0.00093,,,,,CENTER,CENTER,0.5,10,99.0
1789908999.1441557,2496,11.55,1,8,6,BACK,hold,1,0.03598679,0.000128,,,,,CENTER,CENTER,0.5,11,99.0
1789908999.2057104,2498,6.76,1,8,6,BACK,hold,1,0.0360365,0.001381,,,,,CENTER,CENTER,0.5,12,99.0
1789909004.2762113,2620,1.96,1,9,5,FORWARD,hold,1,0.05075259,0.01112,,,,,CENTER,CENTER,0.5,38,96.0
1789909004.3695202,2622,7.96,1,9,5,FORWARD,hold,1,0.05135266,0.011823,,,,,CENTER,CENTER,0.5,39,96.0
1789909004.479193,2624,14.98,1,9,5,FORWARD,hold,1,0.05197191,0.012059,,,,,CENTER,CENTER,0.5,40,96.0
1789909004.540057,2626,9.11,1,9,5,FORWARD,hold,1,0.05253019,0.010742,,,,,CENTER,CENTER,0.5,41,96.0
1789909004.6482053,2628,14.27,1,9,5,FORWARD,hold,1,0.05282658,0.005642,,,,,CENTER,CENTER,0.5,42,96.0
1789909004.709694,2630,12.25,1,9,5,FORWARD,hold,1,0.05320449,0.007154,,,,,CENTER,CENTER,0.5,43,96.0
1789909004.8039145,2632,7.22,1,9,5,FORWARD,hold,1,0.05323737,0.000618,,,,,CENTER,CENTER,0.5,44,96.0
1789909004.8663065,2634,2.99,1,9,5,FORWARD,hold,1,0.05339997,0.003054,,,,,CENTER,CENTER,0.5,45,96.0
1789909004.9725707,2636,8.24,1,9,5,FORWARD,hold,1,0.05351015,0.002063,,,,,CENTER,CENTER,0.5,46,96.0
1789909005.035898,2638,7.34,1,9,5,FORWARD,hold,1,0.05349731,-0.00024,,,,,CENTER,CENTER,0.5,47,96.0
1789909005.1446815,2640,13.81,1,9,5,FORWARD,hold,1,0.05352739,0.000562,,,,,CENTER,CENTER,0.5,48,96.0
1789909005.2057402,2642,7.08,1,9,5,FORWARD,hold,1,0.05342628,-0.001889,,,,,CENTER,CENTER,0.5,49,96.0
1789909005.2861092,2644,11.83,1,9,5,FORWARD,hold,1,0.05337519,-0.000956,,,,,CENTER,CENTER,0.5,50,96.0
1789909005.3622103,2646,1.0,1,9,5,FORWARD,hold,1,0.05330002,-0.001408,,,,,CENTER,CENTER,0.5,50,96.0
1789909005.440279,2648,10.15,1,9,5,FORWARD,hold,1,0.05328968,-0.000194,,,,,CENTER,CENTER,0.5,50,96.0
1789909005.5341442,2650,2.99,1,9,5,FORWARD,hold,1,0.05386521,0.0108,,,,,CENTER,CENTER,0.5,50,96.0
1789909005.6105251,2652,14.12,1,9,5,FORWARD,hold,1,0.05585138,0.036873,,,,,CENTER,CENTER,0.5,50,96.0
1789909005.7032506,2654,6.25,1,9,5,FORWARD,hold,1,0.05870434,0.051081,,,,,CENTER,CENTER,0.5,50,96.0
1789909005.7793677,2656,14.13,1,9,5,FORWARD,hold,1,0.0637864,0.08657,,,,,UP,UP,0.7045,1,96.0
1789909005.8729339,2658,6.92,1,9,5,FORWARD,hold,1,0.07023893,0.101158,,,,,UP,UP,0.7186,2,96.0
1789909005.934749,2660,0.99,1,9,5,FORWARD,hold,1,0.07764632,0.10546,,,,,UP,UP,0.7315,3,96.0
1789909006.0436924,2662,8.26,1,9,5,FORWARD,hold,1,0.08766097,0.128978,,,,,UP,UP,0.7458,4,95.0
1789909006.1055586,2664,4.94,1,9,5,FORWARD,hold,1,0.09867013,0.125588,,,,,UP,UP,0.7646,5,95.0
1789909006.2146487,2666,12.96,1,9,5,FORWARD,hold,1,0.11467241,0.16218,,,,,UP,UP,0.7864,6,95.0
1789909006.2763212,2668,11.33,1,9,5,FORWARD,hold,1,0.13310836,0.160771,,,,,UP,UP,0.8072,7,95.0
1789909006.3690064,2670,1.96,1,9,5,FORWARD,hold,1,0.16185741,0.215982,,,,,UP-FORWARD,UP,0.8357,1,95.0
1789909006.4304016,2672,1.01,1,9,5,FORWARD,hold,1,0.19606027,0.211315,,,,,UP-FORWARD,UP-FORWARD,0.8693,2,95.0
1789909006.5395992,2674,9.11,1,9,5,FORWARD,hold,1,0.24915079,0.270787,,,,,UP-FORWARD,UP-FORWARD,0.92,3,95.0
1789909006.6008003,2676,4.06,1,9,5,FORWARD,hold,1,0.30325387,0.21715,,,,,UP-FORWARD,UP-FORWARD,0.9605,4,95.0
1789909006.7107372,2678,12.2,1,9,5,FORWARD,hold,1,0.35595574,0.173788,,,,,UP,UP,0.988,1,95.0
1789909006.771272,2680,6.56,1,9,5,FORWARD,hold,1,0.39887448,0.120573,,,,,UP,UP,0.9968,2,95.0
1789909006.8786652,2682,13.18,1,9,5,FORWARD,hold,1,0.42604596,0.06812,,,,,UP,UP,1.0,3,95.0
1789909006.9401248,2684,8.13,1,9,5,FORWARD,hold,1,0.43885078,0.030055,,,,,UP,UP,1.0,4,95.0
1789909007.0341363,2686,3.7,1,9,5,FORWARD,hold,1,0.44961871,0.024537,,,,,UP,UP,1.0,5,95.0
1789909007.1110137,2688,12.49,1,9,5,FORWARD,hold,1,0.45506458,0.012112,,,,,UP,UP,1.0,6,95.0
1789909007.204198,2690,5.0,1,9,5,FORWARD,hold,1,0.46211211,0.015487,,,,,UP,UP,1.0,7,95.0
1789909007.2805505,2692,15.24,1,9,5,FORWARD,hold,1,0.46363249,0.00329,,,,,UP,UP,1.0,8,95.0
1789909007.3726027,2694,9.12,1,9,5,FORWARD,hold,1,0.46787951,0.00916,,,,,UP,UP,1.0,9,95.0
1789909007.4360366,2696,2.05,1,9,5,FORWARD,hold,1,0.46227951,-0.011969,,,,,UP,UP,1.0,10,95.0
1789909007.544304,2698,12.2,1,9,5,FORWARD,hold,1,0.46228343,8e-06,,,,,UP,UP,1.0,11,95.0
1789909007.6055658,2700,8.56,1,9,5,FORWARD,hold,1,0.45945454,-0.006119,,,,,UP,UP,1.0,12,95.0
1789909007.6990364,2702,2.0,1,9,5,FORWARD,hold,1,0.45588671,-0.007765,,,,,UP,UP,1.0,13,95.0
1789909007.7759874,2704,10.67,1,9,5,FORWARD,hold,1,0.4500702,-0.012759,,,,,UP,UP,1.0,14,95.0
1789909007.8688445,2706,2.0,1,9,5,FORWARD,hold,1,0.44111465,-0.019898,,,,,UP,UP,1.0,15,95.0
1789909007.9451141,2708,12.31,1,9,5,FORWARD,hold,1,0.42799017,-0.029753,,,,,UP,UP,1.0,16,94.0
1789909008.0386012,2710,4.27,1,9,5,FORWARD,hold,1,0.40398944,-0.056078,,,,,UP,UP,0.9898,17,94.0
1789909008.0992277,2712,1.0,1,9,5,FORWARD,hold,1,0.38362741,-0.050402,,,,,UP,UP,0.9752,18,94.0
1789909008.2071178,2714,9.13,1,9,5,FORWARD,hold,1,0.35762886,-0.06777,,,,,UP,UP,0.9547,19,94.0
1789909008.2678537,2716,3.54,1,9,5,FORWARD,hold,1,0.33185105,-0.07208,,,,,UP,UP,0.9447,20,94.0
1789909008.378309,2718,15.15,1,9,5,FORWARD,hold,1,0.30527673,-0.080079,,,,,UP,UP,0.9259,21,94.0
1789909008.4395683,2720,9.0,1,9,5,FORWARD,hold,1,0.28584289,-0.06366,,,,,UP,UP,0.9178,22,94.0
1789909008.5325403,2722,2.22,1,9,5,FORWARD,hold,1,0.26497246,-0.073014,,,,,UP,UP,0.9072,23,94.0
1789909008.6117241,2724,12.7,1,9,5,FORWARD,hold,1,0.24643533,-0.069959,,,,,UP,UP,0.8972,24,94.0
1789909008.7040162,2726,7.08,1,9,5,FORWARD,hold,1,0.22861641,-0.072307,,,,,UP,UP,0.886,25,94.0
1789909008.7653544,2728,1.0,1,9,5,FORWARD,hold,1,0.21489506,-0.060019,,,,,UP,UP,0.8719,26,94.0
1789909008.8723047,2730,5.09,1,9,5,FORWARD,hold,1,0.20080973,-0.065545,,,,,UP,UP,0.8604,27,94.0
1789909008.9336488,2732,2.96,1,9,5,FORWARD,hold,1,0.18961521,-0.055747,,,,,UP,UP,0.8523,28,94.0
1789909009.0419018,2734,10.0,1,9,5,FORWARD,hold,1,0.17780371,-0.062292,,,,,UP,UP,0.8443,29,94.0
1789909009.102684,2736,3.03,1,9,5,FORWARD,hold,1,0.16842385,-0.052754,,,,,UP,UP,0.8359,30,94.0
1789909009.211214,2738,13.31,1,9,5,FORWARD,hold,1,0.16038318,-0.047741,,,,,UP,UP,0.8295,31,94.0
1789909009.273675,2740,8.15,1,9,5,FORWARD,hold,1,0.15330298,-0.044146,,,,,UP,UP,0.8205,32,94.0
1789909009.381984,2742,14.23,1,9,5,FORWARD,hold,1,0.14703989,-0.040854,,,,,UP,UP,0.8123,33,94.0
1789909009.4431698,2744,13.07,1,9,5,FORWARD,hold,1,0.14145052,-0.038013,,,,,UP,UP,0.8056,34,94.0
1789909009.537199,2746,6.43,1,9,5,FORWARD,hold,1,0.13448058,-0.049275,,,,,UP,UP,0.8011,35,94.0
1789909009.598902,2748,1.98,1,9,5,FORWARD,hold,1,0.12718267,-0.054267,,,,,UP,UP,0.7949,36,94.0
1789909009.708519,2750,13.01,1,9,5,FORWARD,hold,1,0.11938491,-0.061311,,,,,UP,UP,0.7837,37,94.0
1789909009.7696252,2752,5.76,1,9,5,FORWARD,hold,1,0.11212194,-0.060837,,,,,UP,UP,0.7725,38,94.0
1789909009.8757684,2754,9.02,1,9,5,FORWARD,hold,1,0.10498331,-0.063668,,,,,UP,UP,0.7629,39,94.0
1789909009.9376442,2756,7.31,1,9,5,FORWARD,hold,1,0.09861863,-0.060626,,,,,UP,UP,0.7568,40,94.0
1789909010.0462668,2758,14.68,1,9,5,FORWARD,hold,1,0.0927097,-0.059917,,,,,UP,UP,0.7482,41,94.0
1789909010.1076736,2760,10.27,1,9,5,FORWARD,hold,1,0.08814524,-0.049234,,,,,UP,UP,0.7429,42,94.0
1789909010.2010908,2762,1.0,1,9,5,FORWARD,hold,1,0.0832389,-0.055662,,,,,UP,UP,0.7384,43,94.0
1789909015.3691857,2886,7.98,1,10,1,LEFT,hold,1,0.10037664,0.002333,,,,,RIGHT,RIGHT,0.9039,26,94.0
1789909015.4319072,2888,1.0,1,10,1,LEFT,hold,1,0.09990148,-0.004734,,,,,RIGHT,RIGHT,0.9024,27,94.0
1789909015.538773,2890,9.05,1,10,1,LEFT,hold,1,0.09917473,-0.007275,,,,,RIGHT,RIGHT,0.9014,28,94.0
1789909015.6000588,2892,5.66,1,10,1,LEFT,hold,1,0.09892404,-0.002528,,,,,RIGHT,RIGHT,0.9015,29,94.0
1789909015.707425,2894,10.23,1,10,1,LEFT,hold,1,0.09883651,-0.000885,,,,,RIGHT,RIGHT,0.9018,30,94.0
1789909015.7691488,2896,5.61,1,10,1,LEFT,hold,1,0.09854253,-0.002974,,,,,RIGHT,RIGHT,0.9023,31,94.0
1789909015.8775241,2898,13.28,1,10,1,LEFT,hold,1,0.09832027,-0.002256,,,,,RIGHT,RIGHT,0.9023,32,94.0
1789909015.9387891,2900,9.21,1,10,1,LEFT,hold,1,0.09786056,-0.004676,,,,,RIGHT,RIGHT,0.902,33,94.0
1789909016.0476484,2902,14.3,1,10,1,LEFT,hold,1,0.09768958,-0.001747,,,,,RIGHT,RIGHT,0.9015,34,94.0
1789909016.1095726,2904,13.91,1,10,1,LEFT,hold,1,0.09730163,-0.003971,,,,,RIGHT,RIGHT,0.9016,35,94.0
1789909016.2036595,2906,8.01,1,10,1,LEFT,hold,1,0.09650507,-0.008186,,,,,RIGHT,RIGHT,0.9029,36,94.0
1789909016.3720243,2910,11.21,1,10,1,LEFT,hold,1,0.0949654,-0.015954,,,,,RIGHT,RIGHT,0.9017,37,94.0
1789909016.434574,2912,6.15,1,10,1,LEFT,hold,1,0.09398089,-0.010367,,,,,RIGHT,RIGHT,0.9011,38,94.0
1789909016.5449698,2914,15.28,1,10,1,LEFT,hold,1,0.09315311,-0.008808,,,,,RIGHT,RIGHT,0.9015,39,94.0
1789909016.6061444,2916,9.41,1,10,1,LEFT,hold,1,0.09270483,-0.004812,,,,,RIGHT,RIGHT,0.9012,40,94.0
1789909016.7006402,2918,3.69,1,10,1,LEFT,hold,1,0.09238428,-0.003458,,,,,RIGHT,RIGHT,0.9012,41,94.0
1789909016.761785,2920,1.0,1,10,1,LEFT,hold,1,0.09236876,-0.000168,,,,,RIGHT,RIGHT,0.9022,42,94.0
1789909016.8696315,2922,1.01,1,10,1,LEFT,hold,1,0.09269248,0.003505,,,,,RIGHT,RIGHT,0.9028,43,94.0
1789909016.9322188,2924,1.06,1,10,1,LEFT,hold,1,0.09319874,0.005462,,,,,RIGHT,RIGHT,0.9031,44,94.0
1789909017.0414047,2926,8.96,1,10,1,LEFT,hold,1,0.09372897,0.005689,,,,,RIGHT,RIGHT,0.9024,45,94.0
1789909017.1028392,2928,6.99,1,10,1,LEFT,hold,1,0.09429832,0.006075,,,,,RIGHT,RIGHT,0.9036,46,94.0
1789909017.2129748,2930,14.54,1,10,1,LEFT,hold,1,0.09411846,-0.001907,,,,,RIGHT,RIGHT,0.9037,47,94.0
1789909017.3679166,2934,6.11,1,10,1,LEFT,hold,1,0.09422572,0.00114,,,,,RIGHT,RIGHT,0.9033,48,94.0
1789909017.4433076,2936,14.68,1,10,1,LEFT,hold,1,0.09465266,0.004531,,,,,RIGHT,RIGHT,0.9044,49,94.0
1789909017.5351155,2938,5.42,1,10,1,LEFT,hold,1,0.09468449,0.000336,,,,,RIGHT,RIGHT,0.9047,50,94.0
1789909017.5958226,2940,1.96,1,10,1,LEFT,hold,1,0.09464279,-0.00044,,,,,RIGHT,RIGHT,0.9048,50,94.0
1789909017.7036123,2942,6.42,1,10,1,LEFT,hold,1,0.09545523,0.008584,,,,,RIGHT,RIGHT,0.9049,50,94.0
1789909017.766609,2944,2.96,1,10,1,LEFT,hold,1,0.09591328,0.004799,,,,,RIGHT,RIGHT,0.9046,50,94.0
1789909017.8742802,2946,10.97,1,10,1,LEFT,hold,1,0.0960474,0.001398,,,,,RIGHT,RIGHT,0.9049,50,94.0
1789909017.936087,2948,6.99,1,10,1,LEFT,hold,1,0.09649638,0.004675,,,,,RIGHT,RIGHT,0.9056,50,94.0
1789909018.045058,2950,14.27,1,10,1,LEFT,hold,1,0.0971258,0.006523,,,,,RIGHT,RIGHT,0.9046,50,94.0
1789909018.1077707,2952,11.34,1,10,1,LEFT,hold,1,0.09771212,0.006037,,,,,RIGHT,RIGHT,0.9043,50,94.0
1789909018.20042,2954,5.08,1,10,1,LEFT,hold,1,0.09736184,-0.003585,,,,,RIGHT,RIGHT,0.9042,50,94.0
1789909018.3711755,2958,8.08,1,10,1,LEFT,hold,1,0.09770388,0.003513,,,,,RIGHT,RIGHT,0.9036,50,94.0
1789909018.4334214,2960,1.99,1,10,1,LEFT,hold,1,0.09768533,-0.00019,,,,,RIGHT,RIGHT,0.9042,50,94.0
1789909018.542412,2962,12.16,1,10,1,LEFT,hold,1,0.09743862,-0.002526,,,,,RIGHT,RIGHT,0.905,50,94.0
1789909018.602773,2964,8.16,1,10,1,LEFT,hold,1,0.09711383,-0.003333,,,,,RIGHT,RIGHT,0.9052,50,94.0
1789909018.7099285,2966,12.19,1,10,1,LEFT,hold,1,0.09711974,6.1e-05,,,,,RIGHT,RIGHT,0.9046,50,94.0
1789909018.7716193,2968,9.05,1,10,1,LEFT,hold,1,0.09685116,-0.002765,,,,,RIGHT,RIGHT,0.904,50,94.0
1789909018.8662589,2970,2.95,1,10,1,LEFT,hold,1,0.09717457,0.003339,,,,,RIGHT,RIGHT,0.9061,50,94.0
1789909018.9433553,2972,13.18,1,10,1,LEFT,hold,1,0.09715852,-0.000165,,,,,RIGHT,RIGHT,0.9067,50,94.0
1789909019.0371218,2974,7.44,1,10,1,LEFT,hold,1,0.09684281,-0.003249,,,,,RIGHT,RIGHT,0.9066,50,94.0
1789909019.099213,2976,6.64,1,10,1,LEFT,hold,1,0.09641828,-0.004384,,,,,RIGHT,RIGHT,0.9049,50,94.0
1789909019.2074964,2978,10.32,1,10,1,LEFT,hold,1,0.09643586,0.000182,,,,,RIGHT,RIGHT,0.9038,50,94.0
1789909019.2686558,2980,6.17,1,10,1,LEFT,hold,1,0.09641507,-0.000216,,,,,RIGHT,RIGHT,0.9031,50,94.0
1789909019.3762395,2982,14.24,1,10,1,LEFT,hold,1,0.09663274,0.002258,,,,,RIGHT,RIGHT,0.902,50,94.0
1789909019.4374294,2984,8.3,1,10,1,LEFT,hold,1,0.09677383,0.00146,,,,,RIGHT,RIGHT,0.9014,50,94.0
1789909019.5298042,2986,0.97,1,10,1,LEFT,hold,1,0.09683827,0.000666,,,,,RIGHT,RIGHT,0.9028,50,94.0
1789909019.6076958,2988,11.56,1,10,1,LEFT,hold,1,0.09635831,-0.004956,,,,,RIGHT,RIGHT,0.9018,50,94.0
1789909019.6999876,2990,4.28,1,10,1,LEFT,hold,1,0.09647786,0.001241,,,,,RIGHT,RIGHT,0.9005,50,94.0
1789909019.7767181,2992,14.26,1,10,1,LEFT,hold,1,0.09693182,0.004705,,,,,RIGHT,RIGHT,0.9003,50,94.0
1789909019.8699367,2994,4.36,1,10,1,LEFT,hold,1,0.09694547,0.000141,,,,,RIGHT,RIGHT,0.9016,50,94.0
1789909019.9315317,2996,3.39,1,10,1,LEFT,hold,1,0.09702669,0.000838,,,,,RIGHT,RIGHT,0.902,50,94.0
1789909020.0407393,2998,9.98,1,10,1,LEFT,hold,1,0.09722443,0.002038,,,,,RIGHT,RIGHT,0.9019,50,94.0
1789909020.1026962,3000,6.69,1,10,1,LEFT,hold,1,0.09690304,-0.003306,,,,,RIGHT,RIGHT,0.9009,50,94.0
1789909020.2134693,3002,16.05,1,10,1,LEFT,hold,1,0.09694312,0.000414,,,,,RIGHT,RIGHT,0.901,50,94.0
1789909020.3674083,3006,5.8,1,10,1,LEFT,hold,1,0.09688825,-0.000566,,,,,RIGHT,RIGHT,0.9006,50,94.0
1789909020.428215,3008,0.96,1,10,1,LEFT,hold,1,0.09673953,-0.001535,,,,,RIGHT,RIGHT,0.9009,50,94.0
1789909020.536957,3010,10.17,1,10,1,LEFT,hold,1,0.09672675,-0.000132,,,,,RIGHT,RIGHT,0.9002,50,94.0
1789909020.5978477,3012,2.83,1,10,1,LEFT,hold,1,0.09681383,0.0009,,,,,RIGHT,RIGHT,0.899,50,94.0
1789909020.7068148,3014,11.26,1,10,1,LEFT,hold,1,0.09674268,-0.000735,,,,,RIGHT,RIGHT,0.8986,50,94.0
1789909020.7671924,3016,5.42,1,10,1,LEFT,hold,1,0.09682267,0.000827,,,,,RIGHT,RIGHT,0.9002,50,94.0
1789909020.8741553,3018,5.15,1,10,1,LEFT,hold,1,0.09672499,-0.001009,,,,,RIGHT,RIGHT,0.9004,50,94.0
1789909020.9370139,3020,9.06,1,10,1,LEFT,hold,1,0.09654723,-0.001838,,,,,RIGHT,RIGHT,0.9009,50,94.0
1789909021.0323517,3022,2.0,1,10,1,LEFT,hold,1,0.09669488,0.001529,,,,,RIGHT,RIGHT,0.9022,50,94.0
1789909021.1097512,3024,14.34,1,10,1,LEFT,hold,1,0.09686355,0.001744,,,,,RIGHT,RIGHT,0.9007,50,94.0
1789909021.201683,3026,6.07,1,10,1,LEFT,hold,1,0.09725332,0.004024,,,,,RIGHT,RIGHT,0.8999,50,94.0
1789909026.340535,3150,11.99,1,11,0,CENTER,hold,1,0.05880633,0.007123,,,,,DOWN,DOWN,0.8324,35,94.0
1789909026.4319606,3152,3.64,1,11,0,CENTER,hold,1,0.06345161,0.078993,,,,,DOWN,DOWN,0.8302,36,94.0
1789909026.510702,3154,12.57,1,11,0,CENTER,hold,1,0.06717232,0.058638,,,,,DOWN,DOWN,0.8265,37,94.0
1789909026.6022658,3156,7.12,1,11,0,CENTER,hold,1,0.0694397,0.033755,,,,,DOWN,DOWN,0.8243,38,94.0
1789909026.664121,3158,3.02,1,11,0,CENTER,hold,1,0.07056332,0.016181,,,,,DOWN,DOWN,0.8225,39,94.0
1789909026.772325,3160,12.84,1,11,0,CENTER,hold,1,0.07135982,0.011288,,,,,DOWN,DOWN,0.8141,40,94.0
1789909026.833838,3162,5.84,1,11,0,CENTER,hold,1,0.07172917,0.005176,,,,,DOWN,DOWN,0.8085,41,94.0
1789909026.9412613,3164,14.26,1,11,0,CENTER,hold,1,0.07129569,-0.006043,,,,,DOWN,DOWN,0.8036,42,94.0
1789909027.002843,3166,7.94,1,11,0,CENTER,hold,1,0.06999764,-0.018207,,,,,DOWN,DOWN,0.804,43,94.0
1789909027.1120107,3168,12.66,1,11,0,CENTER,hold,1,0.06963084,-0.00524,,,,,DOWN,DOWN,0.8028,44,94.0
1789909027.1737733,3170,9.48,1,11,0,CENTER,hold,1,0.06904894,-0.008357,,,,,DOWN,DOWN,0.8037,45,94.0
