t,mode_before,mode_after,gesture,gesture_conf,face_detected,time_since_face_s,hand_detected,time_since_hand_s,key,battery,altitude_cm,reason,command,det_reason,face_auth,face_raw,faceid_enrolled,faceid_enrolling,faceid_progress,faceid_score,hand_auth,hand_raw,llm_reason,mode,t_any
1770825763.5907567,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,True,False,0/20,-0.023431144654750824,False,False,Autonomous mode with no intent to fly,search_360,5.95710301399231
1770825764.5463111,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,True,False,0/20,-0.01146681234240532,False,False,Autonomous mode with no intent to fly,search_360,6.970641136169434
1770825764.638222,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.6628068685531616,False,False,Autonomous mode with no intent to fly,face,0.0
1770825765.628247,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.7830150127410889,False,False,Autonomous mode with no intent to fly,face,0.0
1770825765.7283392,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.7566735148429871,False,False,Autonomy: no human for 5.0s -> search_360,face,0.0
1770825766.7019427,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.798753559589386,False,False,Autonomy: no human for 5.0s -> search_360,face,0.0
1770825767.7548473,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.8064036965370178,False,False,Autonomy: no human for 5.0s -> search_360,face,0.0
1770825768.514141,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),False,True,True,False,0/20,0.24363559484481812,False,False,The drone is now flying at its current altitude and location.,face,0.16075754165649414
1770825769.519189,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),False,True,True,False,0/20,0.33975276350975037,False,True,The drone is now flying at its current altitude and location.,face,0.5770220756530762
1770825769.8067005,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.014578111469745636,False,False,The drone is now flying at its current altitude and location.,hover,0.8634181022644043
1770825770.5203645,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.71082603931427,False,False,The drone is now flying at its current altitude and location.,face,0.0
1770825770.748923,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.6100435853004456,True,True,The drone is now flying at its current altitude and location.,gesture,0.0
1770825771.1919074,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.5730341076850891,True,True,The drone is flying and the battery level of 15% indicates it's near power limits.,gesture,0.0
1770825772.2627625,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.7005907893180847,True,True,The drone is flying and the battery level of 15% indicates it's near power limits.,gesture,0.0
1770825773.3012807,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.726855993270874,True,True,The drone is flying and the battery level of 15% indicates it's near power limits.,gesture,0.0
1770825774.325478,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.7469851970672607,True,True,Battery warning: 72.0 V remaining,gesture,0.0
1770825775.3746414,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.7497808933258057,True,True,Battery warning: 72.0 V remaining,gesture,0.0
1770825776.0650046,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.772284746170044,True,True,The drone should not proceed due to battery warning.,gesture,0.0
1770825777.1151237,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.7589602470397949,True,True,The drone should not proceed due to battery warning.,gesture,0.0
1770825778.1461592,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.7388663291931152,True,True,The drone should not proceed due to battery warning.,gesture,0.0
1770825779.204829,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.7002410888671875,True,True,The drone should not proceed due to battery warning.,gesture,0.0
1770825780.080348,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.6058857440948486,True,True,LLM error (ReadTimeout),gesture,0.0
1770825781.1388707,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.5547618865966797,True,True,LLM error (ReadTimeout),gesture,0.0
1770825781.9290195,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.37355419993400574,False,False,LLM error (ReadTimeout),hover,0.3733651638031006
1770825782.7423317,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.15209561586380005,False,False,"The drone has just detected a hand but no face or altitude information, hence battery warning.",hover,1.1528191566467285
1770825783.7799397,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.33315473794937134,False,False,"The drone has just detected a hand but no face or altitude information, hence battery warning.",hover,2.1921849250793457
1770825784.7543619,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.0076648034155368805,False,False,"The drone has just detected a hand but no face or altitude information, hence battery warning.",hover,3.1983609199523926
1770825785.1474588,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.6509613990783691,False,False,"The drone has just detected a hand but no face or altitude information, hence battery warning.",face,0.0
1770825786.1148753,,,,,,,,,,71.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.7471710443496704,False,False,"The drone has just detected a hand but no face or altitude information, hence battery warning.",face,0.0
1770825786.4455416,,,,,,,,,,71.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.6676285266876221,True,True,"The drone has just detected a hand but no face or altitude information, hence battery warning.",gesture,0.0
1770825786.7400687,,,,,,,,,,71.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.6844186782836914,False,False,LLM error (ReadTimeout),gesture,0.0
1770825787.7886457,,,,,,,,,,71.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),False,True,True,False,0/20,0.045283813029527664,False,False,LLM error (ReadTimeout),gesture,0.2320270538330078
1770825788.4652932,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.21626214683055878,False,False,LLM error (ReadTimeout),hover,0.8774867057800293
1770825788.6217916,,,,,,,,,,71.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.5511753559112549,False,False,LLM error (ReadTimeout),face,0.0
1770825789.6731532,,,,,,,,,,71.0,0.0,,ground,Perception: face_detected -> face,False,True,True,False,0/20,0.42411938309669495,False,False,LLM error (ReadTimeout),face,0.12012577056884766
1770825790.7495096,,,,,,,,,,71.0,0.0,,ground,Perception: face_detected -> face,False,True,True,False,0/20,0.22734476625919342,False,False,LLM error (ReadTimeout),face,0.10458779335021973
1770825791.5019202,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.005889366380870342,False,False,LLM error (ReadTimeout),hover,0.8582143783569336
1770825792.3295035,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,-0.005807174369692802,False,False,The drone is not flying; it detected a ground obstacle,hover,1.6509099006652832
1770825793.2804577,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,The drone is not flying; it detected a ground obstacle,hover,2.6830637454986572
1770825793.7574024,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,Check the drone's battery level to avoid potential hazards,hover,3.1368768215179443
1770825794.7417903,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,Check the drone's battery level to avoid potential hazards,hover,4.1443963050842285
1770825794.964474,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,hover to ensure the drone stays within the defined altitude range,hover,4.3414294719696045
1770825795.633579,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,hover to ensure the drone stays within the defined altitude range,search_360,5.003203630447388
1770825796.6414866,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,hover to ensure the drone stays within the defined altitude range,search_360,6.011150598526001
1770825797.098412,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,"The drone is still hovering at ground level, with no visible objects within sight, and the battery warning has been triggered.",search_360,6.47085165977478
1770825798.0706542,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,"The drone is still hovering at ground level, with no visible objects within sight, and the battery warning has been triggered.",search_360,7.473260164260864
1770825798.8401268,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Checking the drone's safety by checking for any humans or obstacles in its field of view,search_360,8.216359615325928
1770825799.844971,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Checking the drone's safety by checking for any humans or obstacles in its field of view,search_360,9.222678422927856
1770825800.0893726,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomous mission execution starts immediately after returning to the ground,search_360,9.491978645324707
1770825801.0897386,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomous mission execution starts immediately after returning to the ground,search_360,10.492344617843628
1770825801.7814727,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 5.0s,search_360,11.157055616378784
1770825802.771727,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 5.0s,search_360,12.173335552215576
1770825803.4145567,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 5.0s -> search_360,search_360,12.79352068901062
1770825804.410785,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomous drone detected the ground,search_360,13.791480541229248
1770825805.4034874,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomous drone detected the ground,search_360,14.805131196975708
1770825805.6471717,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 5.0s,search_360,15.021498441696167
1770825806.6224344,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 5.0s,search_360,16.0250403881073
1770825807.2663906,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 5.0s -> search_360,search_360,16.668996572494507
1770825807.6364355,,,,,,,,,,71.0,0.0,,ground,Autonomy: search done (12s) -> hover,False,False,False,False,0/20,-1.0,False,False,Autonomy: no human for 5.0s -> search_360,hover,17.01610493659973
1770825808.6466036,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,Autonomous drone searching for the user in the last 5 seconds,hover,18.02273941040039
1770825809.628873,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,Autonomous drone searching for the user in the last 5 seconds,hover,19.031479120254517
1770825810.6643748,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,Autonomous drone searching for the user in the last 5 seconds,hover,20.065983057022095
1770825811.1531425,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,The drone's battery is at or below 15% and it has not detected any objects within the last 17.67 seconds.,hover,20.555748462677002
1770825812.1480834,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,Autonomy: no intent -> hover,hover,21.550689458847046
1770825813.1892676,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,Autonomy: no intent -> hover,hover,22.558466911315918
1770825814.1730611,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,Autonomy: no intent -> hover,hover,23.575667142868042
1770825814.6000514,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,"The drone is now grounded on the ground at an altitude of 0 meters (0 cm), but no battery warning has been triggered.",hover,23.975976943969727
1770825815.5960894,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,"The drone is now grounded on the ground at an altitude of 0 meters (0 cm), but no battery warning has been triggered.",hover,24.998695373535156
1770825816.4473758,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,"The drone's battery level is below 15%, which indicates it may be running low on power.",hover,25.824010610580444
1770825817.4466565,,,,,,,,,,71.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,"The drone's battery level is below 15%, which indicates it may be running low on power.",hover,26.849262475967407
1770825817.6484473,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 27.1s -> search_360,False,False,False,False,0/20,-1.0,False,False,"The drone's battery level is below 15%, which indicates it may be running low on power.",search_360,27.051053285598755
1770825817.9486372,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 27.1s -> search_360,False,False,False,False,0/20,-1.0,False,False,"The drone is not in a flying state, thus it should land immediately.",search_360,27.327620267868042
1770825818.949675,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 27.1s -> search_360,False,True,False,False,0/20,-1.0,False,False,"The drone is not in a flying state, thus it should land immediately.",search_360,28.352281093597412
1770825819.9880524,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 27.1s -> search_360,False,True,False,False,0/20,-1.0,False,False,"The drone is not in a flying state, thus it should land immediately.",search_360,29.364983797073364
1770825820.3471186,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 27.1s -> search_360,False,True,False,False,0/20,-1.0,False,False,"The drone is hovering due to the battery level, which doesn't meet the criteria of a drone action with a battery <= 15.",search_360,29.723816633224487
1770825821.3736432,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 27.1s -> search_360,False,True,False,False,0/20,-1.0,False,False,"The drone is hovering due to the battery level, which doesn't meet the criteria of a drone action with a battery <= 15.",search_360,30.775285482406616
1770825822.3975124,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 27.1s -> search_360,False,True,False,False,0/20,-1.0,False,False,"The drone is hovering due to the battery level, which doesn't meet the criteria of a drone action with a battery <= 15.",search_360,31.800118446350098
1770825823.447861,,,,,,,,,,71.0,0.0,,ground,Autonomy: no human for 27.1s -> search_360,False,True,False,True,11/20,-1.0,False,False,"The drone is hovering due to the battery level, which doesn't meet the criteria of a drone action with a battery <= 15.",search_360,32.80281090736389
1770825824.2844036,,,,,,,,,,71.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.9129931926727295,False,False,"The drone is hovering due to the battery level, which doesn't meet the criteria of a drone action with a battery <= 15.",face,0.0
1770825824.3478801,,,,,,,,,,71.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.9129931926727295,False,False,LLM error (ReadTimeout),face,0.0
1770825824.69636,,,,,,,,,,71.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.9192089438438416,True,True,LLM error (ReadTimeout),gesture,0.0
1770825825.758282,,,,,,,,,,71.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.9009087085723877,False,False,LLM error (ReadTimeout),gesture,0.0
1770825826.7497895,,,,,,,,,,71.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.8817365169525146,False,False,LLM error (ReadTimeout),face,0.0
1770825826.9934235,,,,,,,,,,71.0,0.0,,ground,Perception: face_detected -> face,False,True,True,False,0/20,0.4460268020629883,False,False,Autonomy: no human for 27.1s -> search_360,face,0.06528759002685547
1770825828.0332415,,,,,,,,,,71.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.8885617256164551,False,False,Autonomy: no human for 27.1s -> search_360,face,0.0
1770825829.085125,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.8871521949768066,False,False,Autonomy: no human for 27.1s -> search_360,face,0.0
1770825829.5457308,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.8762457370758057,False,False,Face is detected on the ground.,face,0.0
1770825830.601964,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.8277772665023804,False,False,Face is detected on the ground.,face,0.0
1770825831.619928,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.6672646999359131,False,False,Face is detected on the ground.,face,0.0
1770825832.65336,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.7697761654853821,False,False,Face is detected on the ground.,face,0.0
1770825833.0995271,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.8125505447387695,False,False,The drone is flying without any seen objects,face,0.0
1770825834.1346147,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.7035700082778931,False,False,The drone is flying without any seen objects,face,0.0
1770825835.17387,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.7211272716522217,False,False,The drone is flying without any seen objects,face,0.0
1770825835.6266043,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.7419242262840271,False,False,The drone is now flying without batteries running low and has a clear view of the area ahead.,face,0.0
1770825836.5951629,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.768734335899353,False,False,The drone is now flying without batteries running low and has a clear view of the area ahead.,face,0.0
1770825837.6357267,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.7883316278457642,False,False,The drone is now flying without batteries running low and has a clear view of the area ahead.,face,0.0
1770825838.6984181,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.8112130165100098,False,False,The drone is now flying without batteries running low and has a clear view of the area ahead.,face,0.0
1770825839.688594,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.7689028978347778,False,False,LLM error (ReadTimeout),face,0.0
1770825840.7110817,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.6378010511398315,False,False,LLM error (ReadTimeout),face,0.0
1770825841.6197984,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.6788731217384338,False,False,The drone is on the ground and ready for takeoff.,face,0.0
1770825842.6413462,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.5983253717422485,False,False,The drone is on the ground and ready for takeoff.,face,0.0
1770825843.6583369,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.780527651309967,False,False,The drone is on the ground and ready for takeoff.,face,0.0
1770825844.6854181,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.7829423546791077,False,False,The drone is on the ground and ready for takeoff.,face,0.0
1770825845.6380844,,,,,,,,,,70.0,0.0,,ground,Perception: face_detected -> face,False,True,True,False,0/20,0.4157768487930298,False,False,LLM error (ReadTimeout),face,0.4734823703765869
1770825845.9790378,,,,,,,,,,70.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.39711618423461914,False,False,LLM error (ReadTimeout),hover,0.847714900970459
1770825847.0324416,,,,,,,,,,70.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.4162519574165344,False,False,LLM error (ReadTimeout),hover,1.8951611518859863
1770825848.0081716,,,,,,,,,,70.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.41598716378211975,False,False,The drone's battery level is low and it has not detected any objects yet.,hover,2.8463191986083984
1770825848.957966,,,,,,,,,,70.0,0.0,,ground,Autonomy: no intent -> hover,False,False,True,False,0/20,0.38033729791641235,False,False,The drone's battery level is low and it has not detected any objects yet.,hover,3.8678715229034424
1770825849.212453,,,,,,,,,,70.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.4335305690765381,False,False,Drone is flying normally without any issues,hover,4.055624485015869
1770825850.2084064,,,,,,,,,,70.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,True,False,0/20,0.42515915632247925,False,False,Drone is flying normally without any issues,search_360,5.04501485824585
1770825850.4833786,,,,,,,,,,70.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,True,False,0/20,0.41835588216781616,False,False,Allowing the drone to hover safely without battery warnings,search_360,5.321488380432129
