t,seq,frame_age_ms,round,hold,cue_label,cue_name,phase,vocabulary,hand_detected,hand_auth,face_auth,mode,raw_gesture,emitted_gesture,command,fb_stable_count,gesture_conf,battery,altitude_cm
1789938596.581665,1001,24.93,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938596.6259859,1002,0.99,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938596.7010374,1004,10.97,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938596.7410738,1005,17.1,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938596.7921743,1006,4.02,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938596.8240893,1007,0.99,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938596.872453,1008,15.96,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938596.8949883,1009,4.02,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938596.962429,1010,1.0,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938596.994785,1011,3.02,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938597.0604684,1013,4.99,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938597.133245,1014,2.96,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938597.2015915,1016,10.97,0,0,5,FORWARD,hold,svm,0,0,0,search_360,,SEARCH,rc lr=0 fb=0 ud=0 yaw=30,0,,84.0,70.0
1789938597.2384923,1017,16.95,0,0,5,FORWARD,hold,svm,0,0,1,face,,FACE,rc lr=0 fb=-21 ud=7 yaw=-20,0,,84.0,70.0
1789938597.3232343,1018,32.23,0,0,5,FORWARD,hold,svm,0,0,1,face,,FACE,rc lr=0 fb=-21 ud=7 yaw=-20,0,,84.0,70.0
1789938597.360136,1019,34.91,0,0,5,FORWARD,hold,svm,0,0,1,face,,FACE,rc lr=0 fb=-25 ud=6 yaw=-20,0,,84.0,70.0
1789938597.4384913,1022,8.98,0,0,5,FORWARD,hold,svm,0,0,1,face,,FACE,rc lr=0 fb=-25 ud=6 yaw=-20,0,,84.0,70.0
1789938597.497503,1023,5.16,0,0,5,FORWARD,hold,svm,0,0,1,face,,FACE,rc lr=0 fb=-32 ud=3 yaw=-20,0,,84.0,70.0
1789938597.5907574,1025,33.91,0,0,5,FORWARD,hold,svm,0,0,1,face,,FACE,rc lr=0 fb=-32 ud=3 yaw=-20,0,,84.0,70.0
1789938597.6265633,1026,4.98,0,0,5,FORWARD,hold,svm,0,0,1,face,,FACE,rc lr=0 fb=-35 ud=2 yaw=-20,0,,84.0,70.0
1789938597.7027323,1028,12.97,0,0,5,FORWARD,hold,svm,0,0,1,face,,FACE,rc lr=0 fb=-35 ud=2 yaw=-20,0,,84.0,70.0
1789938597.7405536,1029,11.89,0,0,5,FORWARD,hold,svm,0,0,1,face,,FACE,rc lr=0 fb=-39 ud=2 yaw=-20,0,,84.0,70.0
1789938597.8254507,1031,4.98,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938597.8639257,1032,2.99,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938597.9408007,1033,52.37,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938597.980532,1034,26.77,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.0590577,1037,0.98,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.1328878,1038,1.99,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.1998415,1040,8.51,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.2363758,1041,7.98,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.3163798,1042,23.64,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.3536818,1043,25.33,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.4235868,1045,31.01,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.4575324,1046,26.96,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.5381033,1048,8.98,0,0,5,FORWARD,hold,svm,0,0,0,face,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.573439,1049,15.96,0,0,5,FORWARD,hold,svm,0,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.6400328,1050,15.02,0,0,5,FORWARD,hold,svm,0,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.676411,1051,19.95,0,0,5,FORWARD,hold,svm,0,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.7590075,1053,35.46,0,0,5,FORWARD,hold,svm,0,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.798414,1054,4.99,0,0,5,FORWARD,hold,svm,0,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.8702419,1056,12.48,0,0,5,FORWARD,hold,svm,0,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.9087265,1057,19.03,0,0,5,FORWARD,hold,svm,0,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938598.982375,1058,24.93,0,0,5,FORWARD,hold,svm,0,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.0267644,1060,2.99,0,0,5,FORWARD,hold,svm,0,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.1056635,1061,47.41,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.1238546,1062,1.24,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.168769,1063,13.0,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.2009654,1064,2.99,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.238069,1065,14.99,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.296138,1066,3.03,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.358826,1068,2.0,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.3967614,1069,3.03,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.4571865,1070,25.99,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938599.4955947,1071,1.99,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938599.5698946,1073,9.19,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938599.6297333,1074,3.99,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938599.70522,1076,15.79,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938599.747107,1077,22.93,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938599.8284209,1079,2.99,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938599.8693128,1080,11.97,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938599.9209704,1081,30.94,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938599.9629242,1082,2.99,0,0,5,FORWARD,hold,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.0095518,1083,15.96,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.0325193,1084,10.98,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.07643,1085,16.95,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.127664,1086,1.99,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.1725495,1087,15.0,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.191366,1088,1.27,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.2306874,1089,5.98,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.292004,1090,2.34,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.356297,1092,1.0,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.3925812,1093,1.6,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.4505053,1094,20.94,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.494934,1095,4.02,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.5666358,1097,9.97,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.6214888,1098,1.0,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.6887555,1099,33.54,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.723662,1100,32.91,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.7958775,1102,5.98,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.8305035,1103,7.7,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.8974524,1105,8.87,0,1,6,BACK,settle,svm,1,0,0,hover,,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938600.9623427,1106,4.99,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,CENTER,rc lr=0 fb=0 ud=0 yaw=0,1,0.9981898852533251,84.0,60.0
1789938601.0347505,1108,13.51,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,2,0.9981898852533251,84.0,60.0
1789938601.070166,1109,14.89,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,3,0.9817122579535807,84.0,60.0
1789938601.1397402,1110,12.7,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,4,0.9817122579535807,84.0,60.0
1789938601.177749,1111,22.71,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,5,0.9681693319613426,84.0,60.0
1789938601.255574,1113,31.95,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,6,0.9681693319613426,84.0,60.0
1789938601.3003557,1114,5.99,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,7,0.9572720700331816,84.0,60.0
1789938601.3696358,1116,15.34,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,8,0.9572720700331816,84.0,60.0
1789938601.404544,1117,14.96,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,9,0.7414001958842177,84.0,60.0
1789938601.4725223,1118,45.04,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,10,0.7414001958842177,84.0,60.0
1789938601.511073,1119,23.93,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,11,0.9391894532245767,84.0,60.0
1789938601.5746446,1121,20.85,0,1,6,BACK,settle,svm,1,1,1,gesture,FORWARD,FORWARD,rc lr=0 fb=30 ud=0 yaw=0,12,0.9391894532245767,84.0,60.0
1789938601.6273222,1122,2.99,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938601.7031384,1124,14.47,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938601.7358398,1125,8.98,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938601.801853,1126,11.97,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938601.8424127,1127,20.61,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938601.9114618,1129,20.94,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938601.9609435,1130,3.99,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938602.0233784,1132,2.0,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938602.0661926,1133,6.01,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,60.0
1789938602.1352396,1134,6.98,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938602.1699543,1135,10.44,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938602.2303662,1136,13.96,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938602.284081,1137,52.72,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938602.350164,1138,63.09,0,1,6,BACK,settle,svm,1,0,0,gesture,FORWARD,NOHAND,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938602.3860536,1140,12.95,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938602.4486148,1142,11.97,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938602.4969938,1143,4.5,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938602.5785205,1145,22.94,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938602.6263409,1146,3.99,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-33 ud=4 yaw=4,0,,84.0,70.0
1789938602.7005808,1148,12.97,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-33 ud=4 yaw=4,0,,84.0,70.0
1789938602.7380497,1149,17.52,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-38 ud=4 yaw=3,0,,84.0,70.0
1789938602.8181765,1150,30.92,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-38 ud=4 yaw=3,0,,84.0,70.0
1789938602.852089,1151,28.92,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=4 yaw=5,0,,84.0,70.0
1789938602.9323115,1153,41.4,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=4 yaw=5,0,,84.0,70.0
1789938602.9722059,1154,14.96,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=5 yaw=7,0,,84.0,70.0
1789938603.0592756,1156,35.9,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=5 yaw=7,0,,84.0,70.0
1789938603.0971742,1157,31.91,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=6 yaw=7,0,,84.0,70.0
1789938603.17478,1159,21.94,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=6 yaw=7,0,,84.0,70.0
1789938603.2144468,1160,19.92,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=8 yaw=7,0,,84.0,70.0
1789938603.3023674,1162,14.13,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=8 yaw=7,0,,84.0,70.0
1789938603.340952,1163,18.95,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=6 yaw=6,0,,84.0,70.0
1789938603.4202404,1165,31.42,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=6 yaw=6,0,,84.0,70.0
1789938603.458399,1166,26.93,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=0 yaw=8,0,,84.0,70.0
1789938603.560688,1169,6.98,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=0 yaw=8,0,,84.0,70.0
1789938603.6266658,1170,3.99,0,1,6,BACK,settle,svm,0,0,1,face,FORWARD,FACE,rc lr=0 fb=-40 ud=0 yaw=4,0,,84.0,70.0
1789938603.7060246,1172,18.15,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938603.7399347,1173,17.95,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938603.8181453,1174,28.11,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938603.8530514,1175,27.93,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938603.9238615,1177,34.91,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938603.9580212,1178,3.99,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.036013,1180,11.97,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.0692065,1181,14.04,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.1421185,1182,17.95,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.1778302,1183,6.79,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.2535102,1185,30.92,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.302756,1186,49.25,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.3740232,1188,18.95,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.410977,1189,20.0,0,1,6,BACK,settle,svm,0,0,0,face,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.4973571,1191,33.91,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.5335293,1192,11.97,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.6083107,1194,19.95,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.6627035,1195,3.99,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.7452157,1197,22.56,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.7789795,1198,23.79,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.8448036,1199,20.94,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.887921,1200,30.15,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.9641397,1202,38.88,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938604.9966476,1203,5.98,0,1,6,BACK,settle,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.0599895,1205,6.98,0,1,6,BACK,hold,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.092748,1206,4.83,0,1,6,BACK,hold,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.166258,1207,9.97,0,1,6,BACK,hold,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.2033727,1208,13.18,0,1,6,BACK,hold,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.2724102,1210,15.96,0,1,6,BACK,hold,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.3255615,1211,2.0,0,1,6,BACK,hold,svm,0,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.4233584,1214,20.81,0,1,6,BACK,hold,svm,1,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.4924703,1215,2.99,0,1,6,BACK,hold,svm,1,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.5413404,1216,18.95,0,1,6,BACK,hold,svm,1,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.5579233,1217,1.0,0,1,6,BACK,hold,svm,1,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
1789938605.6017935,1218,10.01,0,1,6,BACK,hold,svm,1,0,0,hover,FORWARD,HOVER,rc lr=0 fb=0 ud=0 yaw=0,0,,84.0,70.0
