path,label
dataset_images\01_LEFT\20260204_120951_L01_000037.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000038.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000039.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000040.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000041.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000042.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000043.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000044.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000045.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000046.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000047.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000048.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000049.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000050.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000051.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000052.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000053.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000054.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000055.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000056.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000057.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000058.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000059.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000060.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000061.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000062.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000063.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000064.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000065.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000066.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000067.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000068.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000069.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000070.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000071.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000072.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000073.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000074.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000075.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000076.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000077.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000078.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000079.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000080.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000081.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000082.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000083.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000084.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000085.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000086.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000087.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000088.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000089.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000090.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000091.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000092.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000093.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000094.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000095.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000096.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000097.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000098.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000099.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000100.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000101.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000102.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000103.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000104.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000105.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000106.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000107.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000108.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000109.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000110.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000111.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000112.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000113.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000114.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000115.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000116.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000117.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000118.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000119.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000120.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000121.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000122.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000123.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000124.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000125.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000126.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000127.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000128.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000129.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000130.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000131.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000132.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000133.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000134.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000135.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000136.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000137.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000138.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000139.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000140.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000141.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000142.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000143.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000144.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000145.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000146.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000147.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000148.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000149.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000150.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000151.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000152.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000153.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000154.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000155.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000156.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000157.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000158.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000159.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000160.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000161.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000162.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000163.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000164.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000165.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000166.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000167.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000168.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000169.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000170.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000171.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000172.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000173.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000174.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000175.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000176.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000177.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000178.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000179.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000180.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000181.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000182.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000183.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000184.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000185.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000186.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000187.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000188.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000189.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000190.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000191.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000192.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000193.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000194.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000195.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000196.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000197.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000198.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000199.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000200.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000201.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000202.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000203.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000204.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000205.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000206.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000207.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000208.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000209.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000210.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000211.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000212.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000213.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000214.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000215.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000216.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000217.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000218.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000219.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000220.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000221.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000222.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000223.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000224.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000225.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000226.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000227.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000228.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000229.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000230.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000231.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000232.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000233.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000234.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000235.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000236.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000237.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000238.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000239.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000240.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000241.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000242.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000243.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000244.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000245.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000246.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000247.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000248.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000249.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000250.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000251.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000252.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000253.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000254.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000255.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000256.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000257.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000258.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000259.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000260.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000261.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000262.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000263.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000264.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000265.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000266.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000267.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000268.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000269.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000270.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000271.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000272.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000273.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000274.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000275.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000276.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000277.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000278.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000279.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000280.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000281.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000282.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000283.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000284.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000285.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000286.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000287.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000288.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000289.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000290.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000291.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000292.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000293.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000294.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000295.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000296.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000297.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000298.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000299.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000300.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000301.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000302.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000303.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000304.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000305.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000306.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000307.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000308.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000309.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000310.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000311.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000312.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000313.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000314.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000315.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000316.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000317.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000318.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000319.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000320.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000321.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000322.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000323.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000324.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000325.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000326.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000327.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000328.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000329.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000330.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000331.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000332.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000333.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000334.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000335.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000336.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000337.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000338.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000339.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000340.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000341.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000342.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000343.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000344.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000345.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000346.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000347.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000348.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000349.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000350.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000351.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000352.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000353.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000354.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000355.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000356.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000357.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000358.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000359.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000360.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000361.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000362.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000363.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000364.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000365.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000366.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000367.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000368.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000369.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000370.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000371.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000372.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000373.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000374.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000375.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000376.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000377.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000378.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000379.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000380.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000381.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000382.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000383.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000384.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000385.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000386.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000387.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000388.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000389.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000390.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000391.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000392.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000393.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000394.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000395.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000396.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000397.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000398.jpg,1
dataset_images\01_LEFT\20260204_120951_L01_000399.jpg,1
dataset_images\02_RIGHT\20260204_120951_L02_000000.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000001.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000002.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000003.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000004.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000005.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000006.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000007.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000008.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000009.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000010.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000011.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000012.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000013.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000014.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000015.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000016.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000017.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000018.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000019.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000020.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000021.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000022.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000023.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000024.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000025.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000026.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000027.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000028.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000029.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000030.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000031.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000032.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000033.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000034.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000035.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000036.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000037.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000038.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000039.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000040.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000041.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000042.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000043.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000044.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000045.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000046.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000047.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000048.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000049.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000050.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000051.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000052.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000053.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000054.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000055.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000056.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000057.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000058.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000059.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000060.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000061.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000062.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000063.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000064.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000065.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000066.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000067.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000068.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000069.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000070.jpg,2
dataset_images\02_RIGHT\20260204_120951_L02_000071.jpg,2
