t;bat;h;tof;yaw;vgx;vgy;vgz
1770206709.4257214;63.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206710.4306977;63.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206711.4383657;63.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206712.444997;63.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206713.446908;63.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206714.4513042;63.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206715.4561634;63.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206716.4663732;63.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206717.4725049;63.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206718.476377;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206719.478259;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206720.485768;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206721.4899504;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206722.4969792;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206723.5037515;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206724.510342;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206725.516782;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206726.5228527;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206727.5273354;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206728.5299923;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206729.533852;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206730.5420756;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206731.5493693;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206732.551717;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206733.554898;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206734.5565388;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206735.5618877;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206736.570698;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206737.5791996;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206738.5848472;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206739.5898097;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206740.5944955;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206741.5988107;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206742.601232;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206743.6028316;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206744.607031;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206745.6117613;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206746.6130116;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206747.6181777;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206748.6227036;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206749.6283119;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206750.6374624;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206751.639633;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206752.6417298;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206753.648005;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206754.65008;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206755.6517525;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206756.6567707;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206757.6598532;62.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206758.66416;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206759.6687937;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206760.6764944;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206761.6797476;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206762.6848133;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206763.6996567;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206764.7022033;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206765.7113152;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206766.7191112;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206767.7237413;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206768.7298062;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206769.7339647;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206770.7386801;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206771.7477398;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206772.7487369;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206773.7526665;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206774.7627428;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206775.7747788;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206776.779908;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206777.7844424;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206778.787695;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206779.7978253;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206780.805322;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206781.8067439;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206782.8122983;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206783.814596;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206784.8180685;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206785.8228488;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206786.8264723;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206787.8307586;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206788.8311055;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206789.8458493;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206790.8485425;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206791.8557637;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206792.8566198;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206793.8591747;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206794.8661523;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206795.871702;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206796.879775;61.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206797.8855104;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206798.8890245;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206799.8930993;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206800.8998907;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206801.9069364;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206802.910695;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206803.9115493;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206804.9140937;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206805.9175456;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206806.9238584;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206807.929953;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206808.9377275;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206809.9436886;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206810.9486182;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206811.9550116;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206812.960498;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206813.97087;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206814.973024;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206815.9771926;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206816.9828005;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206817.987557;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206818.9956408;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206820.0008228;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206821.0048354;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206822.007876;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206823.0114837;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206824.0148144;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206825.0201902;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206826.0267203;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206827.0318882;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206828.0409963;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206829.0558555;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206830.0570438;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206831.0645387;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206832.0676503;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206833.0721838;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206834.074199;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206835.0807428;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206836.0885105;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206837.096741;60.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206838.1017315;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206839.1097581;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206840.1139674;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206841.1258364;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206842.133003;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206843.1412241;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206844.148898;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206845.1526983;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206846.1605604;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206847.1669133;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206848.1748056;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206849.182736;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206850.187847;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206851.1940572;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206852.198795;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206853.2010293;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206854.2035294;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206855.2086833;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206856.2125032;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206857.2191138;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206858.227617;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206859.2354376;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206860.236403;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206861.2368202;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206862.236955;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206863.24;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206864.2457135;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206865.255666;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206866.2623487;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206867.2686515;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206868.282727;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206869.289313;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206870.302799;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206871.3087091;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206872.308741;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206873.3139691;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206874.3220608;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206875.3277428;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206876.33669;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206877.3437645;59.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206878.3484898;58.0;0.0;10.0;91.0;0.0;0.0;0.0
1770206879.353018;58.0;0.0;10.0;100.0;0.0;0.0;-3.0
1770206880.35443;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206881.3658526;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206882.3722403;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206883.3735962;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206884.377878;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206885.378238;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206886.3905375;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206887.3918228;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206888.3921838;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206889.4064384;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206890.407761;58.0;0.0;10.0;100.0;0.0;0.0;0.0
1770206891.4081216;58.0;40.0;453.0;68.0;-2.0;-2.0;7.0
1770206892.4104078;58.0;0.0;74.0;36.0;0.0;-1.0;0.0
1770206893.421738;58.0;0.0;10.0;-8.0;0.0;-2.0;0.0
1770206894.4247735;58.0;0.0;10.0;-8.0;0.0;0.0;0.0
1770206895.431694;58.0;0.0;10.0;1.0;0.0;0.0;0.0
1770206896.437782;58.0;0.0;10.0;3.0;0.0;0.0;0.0
1770206897.4431229;58.0;-10.0;10.0;9.0;0.0;0.0;-2.0
1770206898.446737;58.0;0.0;106.0;22.0;0.0;0.0;0.0
1770206899.4480314;58.0;0.0;121.0;143.0;-9.0;-4.0;0.0
1770206900.4525485;58.0;0.0;115.0;-176.0;0.0;0.0;3.0
1770206901.457688;58.0;-10.0;80.0;-177.0;0.0;0.0;-6.0
1770206902.4634855;58.0;-80.0;10.0;-173.0;0.0;0.0;-2.0
1770206903.466437;58.0;0.0;10.0;-173.0;0.0;0.0;0.0
1770206904.4803112;58.0;0.0;10.0;-173.0;0.0;0.0;0.0
1770206905.4838576;58.0;0.0;10.0;-173.0;0.0;0.0;0.0
1770206906.486639;58.0;0.0;10.0;-173.0;0.0;0.0;0.0
1770206907.4935415;58.0;0.0;10.0;-173.0;0.0;0.0;0.0
1770206908.498849;58.0;0.0;10.0;-173.0;0.0;0.0;0.0
1770206909.5043235;58.0;0.0;10.0;-173.0;0.0;0.0;0.0
1770206910.5088003;58.0;0.0;10.0;-173.0;0.0;0.0;0.0
1770206911.510252;58.0;0.0;10.0;-173.0;0.0;0.0;0.0
1770206912.5187757;58.0;0.0;10.0;-173.0;0.0;0.0;0.0
1770206913.530958;58.0;0.0;10.0;-80.0;0.0;0.0;0.0
1770206914.5344965;58.0;0.0;10.0;-81.0;0.0;0.0;0.0
1770206915.5345094;58.0;0.0;10.0;-81.0;0.0;0.0;0.0
1770206916.5361402;58.0;0.0;10.0;-81.0;0.0;0.0;0.0
1770206917.539401;58.0;0.0;10.0;-81.0;0.0;0.0;0.0
1770206918.5435164;57.0;0.0;10.0;-81.0;0.0;0.0;0.0
1770206925.3944733;57.0;60.0;80.0;-81.0;0.0;0.0;0.0
1770206926.3981812;57.0;60.0;83.0;-80.0;0.0;0.0;0.0
1770206927.3995972;57.0;70.0;93.0;-80.0;0.0;0.0;0.0
1770206928.4004352;57.0;80.0;98.0;-81.0;0.0;0.0;0.0
1770206929.4148853;57.0;90.0;106.0;-81.0;0.0;0.0;0.0
1770206930.421639;57.0;90.0;103.0;-81.0;0.0;0.0;0.0
1770206931.4236922;57.0;90.0;105.0;-80.0;0.0;0.0;0.0
1770206932.4256814;57.0;90.0;112.0;-74.0;0.0;0.0;0.0
1770206933.425794;57.0;90.0;112.0;-71.0;0.0;0.0;0.0
1770206934.4290292;57.0;100.0;118.0;-68.0;0.0;0.0;1.0
1770206935.4343765;57.0;110.0;130.0;-68.0;0.0;0.0;0.0
1770206936.4375553;57.0;110.0;125.0;-68.0;0.0;0.0;0.0
1770206937.4378445;57.0;110.0;123.0;-68.0;0.0;0.0;0.0
1770206938.443216;57.0;110.0;123.0;-69.0;0.0;0.0;0.0
1770206939.448282;57.0;120.0;143.0;-70.0;0.0;-1.0;1.0
1770206940.4623635;57.0;130.0;153.0;-69.0;0.0;-1.0;0.0
1770206941.474954;57.0;140.0;164.0;-70.0;0.0;0.0;1.0
1770206942.475754;57.0;150.0;176.0;-70.0;0.0;0.0;0.0
1770206943.4825692;57.0;160.0;179.0;-70.0;0.0;0.0;0.0
1770206944.4967284;57.0;160.0;177.0;-70.0;0.0;0.0;0.0
1770206945.5002036;57.0;160.0;177.0;-69.0;0.0;0.0;0.0
1770206946.5062597;57.0;160.0;176.0;-60.0;0.0;0.0;0.0
1770206947.5095792;57.0;160.0;176.0;-33.0;0.0;0.0;0.0
1770206948.5146117;57.0;160.0;176.0;-20.0;0.0;0.0;0.0
1770206949.5169008;57.0;160.0;175.0;-19.0;0.0;0.0;0.0
1770206950.5328434;57.0;160.0;171.0;-7.0;0.0;0.0;0.0
1770206951.548362;57.0;150.0;168.0;18.0;0.0;0.0;0.0
1770206952.5497696;57.0;150.0;166.0;27.0;0.0;0.0;0.0
1770206953.5498095;57.0;150.0;164.0;38.0;0.0;0.0;0.0
1770206954.5554109;57.0;150.0;165.0;57.0;0.0;0.0;0.0
1770206955.557245;57.0;150.0;161.0;78.0;0.0;0.0;0.0
1770206956.558215;57.0;140.0;160.0;86.0;0.0;0.0;0.0
1770206957.561926;57.0;140.0;162.0;100.0;0.0;0.0;0.0
1770206958.5653102;57.0;140.0;164.0;120.0;0.0;0.0;0.0
1770206959.5663626;57.0;150.0;166.0;134.0;0.0;0.0;0.0
1770206960.5806491;57.0;150.0;168.0;156.0;0.0;0.0;0.0
1770206961.5867934;57.0;150.0;167.0;170.0;0.0;0.0;0.0
1770206962.6005864;57.0;150.0;167.0;174.0;0.0;0.0;0.0
1770206963.6009338;57.0;150.0;168.0;-165.0;0.0;0.0;0.0
1770206964.6056373;57.0;150.0;169.0;-147.0;0.0;0.0;0.0
1770206965.6095278;57.0;150.0;169.0;-145.0;0.0;0.0;0.0
1770206966.6104822;57.0;150.0;170.0;-138.0;0.0;0.0;0.0
1770206967.6137197;57.0;150.0;168.0;-113.0;0.0;0.0;0.0
1770206968.620685;57.0;150.0;164.0;-98.0;0.0;0.0;0.0
1770206969.6240711;57.0;150.0;165.0;-94.0;0.0;0.0;0.0
1770206970.6401823;57.0;150.0;163.0;-94.0;0.0;0.0;0.0
1770206971.6437676;57.0;140.0;156.0;-94.0;0.0;0.0;0.0
1770206972.6490319;57.0;130.0;163.0;-87.0;0.0;-5.0;0.0
1770206973.6532817;57.0;150.0;165.0;-84.0;0.0;-5.0;0.0
1770206974.6606705;57.0;150.0;167.0;-90.0;0.0;-1.0;0.0
1770206975.6749403;57.0;150.0;171.0;-92.0;0.0;0.0;0.0
1770206976.6774993;57.0;150.0;175.0;-83.0;0.0;1.0;0.0
1770206977.6927733;57.0;160.0;180.0;-82.0;0.0;1.0;0.0
1770206978.693622;57.0;160.0;182.0;-83.0;0.0;1.0;0.0
1770206979.6996508;57.0;160.0;181.0;-83.0;0.0;1.0;0.0
1770206980.7076454;57.0;160.0;181.0;-95.0;0.0;0.0;0.0
1770206981.7200239;57.0;160.0;182.0;-125.0;0.0;0.0;0.0
1770206982.721766;57.0;160.0;178.0;-143.0;0.0;0.0;0.0
1770206983.7371607;57.0;160.0;179.0;-147.0;0.0;0.0;0.0
1770206984.7416914;57.0;160.0;177.0;-153.0;0.0;0.0;0.0
1770206985.743787;57.0;160.0;176.0;-155.0;0.0;0.0;0.0
1770206986.7477086;57.0;160.0;176.0;-155.0;0.0;0.0;0.0
1770206987.748391;57.0;160.0;177.0;-169.0;0.0;0.0;0.0
1770206988.7527676;57.0;150.0;173.0;173.0;0.0;0.0;0.0
1770206989.7580247;57.0;160.0;174.0;175.0;0.0;0.0;0.0
1770206990.7733524;57.0;160.0;169.0;167.0;0.0;0.0;0.0
1770206991.7757552;57.0;150.0;168.0;161.0;0.0;0.0;0.0
1770206992.7881484;57.0;150.0;169.0;162.0;0.0;0.0;0.0
1770206993.802802;57.0;150.0;171.0;164.0;0.0;0.0;0.0
1770206994.8174348;57.0;150.0;171.0;164.0;1.0;0.0;0.0
1770206995.8327482;57.0;150.0;173.0;164.0;1.0;0.0;0.0
1770206996.8371286;57.0;150.0;169.0;158.0;1.0;0.0;0.0
1770206997.8381345;57.0;150.0;169.0;151.0;1.0;0.0;0.0
1770206998.8406494;57.0;150.0;169.0;148.0;1.0;0.0;0.0
1770206999.8549275;57.0;150.0;173.0;143.0;0.0;0.0;0.0
1770207000.8597877;56.0;150.0;173.0;140.0;0.0;0.0;0.0
1770207001.8607237;56.0;150.0;173.0;150.0;0.0;0.0;0.0
1770207002.8653631;56.0;150.0;165.0;166.0;0.0;0.0;0.0
1770207003.8805876;56.0;150.0;164.0;161.0;0.0;0.0;0.0
1770207004.8814254;56.0;150.0;166.0;154.0;0.0;0.0;0.0
1770207005.8945248;56.0;160.0;174.0;151.0;0.0;0.0;0.0
1770207006.9101498;55.0;160.0;176.0;151.0;0.0;0.0;0.0
1770207007.912443;55.0;160.0;174.0;151.0;0.0;0.0;0.0
1770207008.9289148;55.0;160.0;174.0;151.0;0.0;0.0;0.0
1770207009.9312398;55.0;160.0;175.0;151.0;0.0;0.0;0.0
1770207010.9330747;55.0;160.0;175.0;154.0;0.0;0.0;0.0
1770207011.9440997;55.0;160.0;173.0;154.0;0.0;0.0;0.0
1770207012.9601486;55.0;160.0;173.0;154.0;0.0;0.0;0.0
1770207013.9739773;55.0;160.0;174.0;154.0;0.0;0.0;0.0
1770207014.9774237;55.0;160.0;174.0;154.0;0.0;0.0;0.0
1770207016.0076814;54.0;160.0;174.0;154.0;0.0;0.0;0.0
1770207017.0248554;54.0;160.0;181.0;155.0;0.0;0.0;0.0
1770207018.0547957;54.0;160.0;176.0;154.0;0.0;0.0;0.0
1770207019.0700135;54.0;160.0;174.0;154.0;0.0;1.0;0.0
1770207020.0807421;54.0;160.0;189.0;154.0;1.0;4.0;0.0
1770207021.0997553;54.0;160.0;196.0;154.0;0.0;-1.0;0.0
1770207022.1156945;53.0;160.0;178.0;154.0;-2.0;-4.0;0.0
1770207023.1247466;53.0;150.0;180.0;154.0;-2.0;-4.0;0.0
1770207024.1268032;53.0;170.0;191.0;154.0;0.0;0.0;1.0
1770207025.1568365;53.0;180.0;205.0;154.0;0.0;0.0;1.0
1770207026.1600869;53.0;190.0;211.0;154.0;0.0;-1.0;0.0
1770207027.1766834;52.0;180.0;195.0;154.0;0.0;0.0;-1.0
1770207028.1874442;52.0;160.0;179.0;154.0;0.0;0.0;-1.0
1770207029.2028413;52.0;140.0;159.0;154.0;0.0;0.0;-1.0
1770207030.2231457;52.0;130.0;151.0;154.0;0.0;2.0;0.0
1770207031.2422924;52.0;120.0;131.0;154.0;0.0;0.0;-1.0
1770207032.2710316;52.0;110.0;130.0;155.0;-3.0;1.0;0.0
1770207033.2860267;52.0;110.0;130.0;155.0;-4.0;1.0;0.0
1770207034.2997527;52.0;110.0;122.0;155.0;-2.0;0.0;0.0
1770207035.313876;51.0;110.0;124.0;154.0;2.0;-1.0;0.0
1770207036.3302684;51.0;110.0;130.0;154.0;3.0;-1.0;0.0
1770207037.3584368;51.0;110.0;130.0;154.0;4.0;-1.0;0.0
1770207038.3639562;51.0;110.0;113.0;154.0;3.0;-1.0;0.0
1770207039.3818123;50.0;110.0;124.0;154.0;3.0;-1.0;0.0
1770207040.4101832;50.0;110.0;124.0;155.0;3.0;-1.0;0.0
1770207043.9259238;50.0;0.0;10.0;7.0;0.0;0.0;-2.0
1770207044.9406545;50.0;0.0;10.0;2.0;0.0;0.0;-2.0
1770207045.9653356;50.0;0.0;10.0;2.0;0.0;0.0;0.0
1770207046.978711;50.0;0.0;10.0;2.0;0.0;0.0;0.0
1770207047.9975038;50.0;0.0;10.0;1.0;0.0;0.0;0.0
1770207048.9996502;50.0;0.0;10.0;1.0;0.0;0.0;0.0
1770207050.0184023;50.0;0.0;10.0;1.0;0.0;0.0;0.0
1770207051.0299532;50.0;10.0;6553.0;-83.0;-3.0;-1.0;3.0
1770207052.0402346;50.0;0.0;10.0;-99.0;-1.0;1.0;0.0
1770207053.0616887;50.0;0.0;10.0;8.0;0.0;0.0;0.0
1770207054.078766;50.0;0.0;10.0;8.0;0.0;0.0;0.0
1770207055.0794182;50.0;0.0;10.0;8.0;0.0;0.0;0.0
1770207056.0973358;50.0;0.0;10.0;8.0;0.0;0.0;0.0
1770207057.1122727;50.0;0.0;10.0;8.0;0.0;0.0;0.0
1770207058.118294;50.0;0.0;10.0;8.0;0.0;0.0;0.0
1770207059.1410017;50.0;0.0;10.0;8.0;0.0;0.0;0.0
1770207060.1433878;50.0;0.0;10.0;8.0;0.0;0.0;0.0
1770207061.1633134;50.0;0.0;10.0;35.0;-11.0;4.0;3.0
1770207062.18593;50.0;0.0;166.0;171.0;-4.0;0.0;-1.0
1770207063.2173505;50.0;0.0;187.0;175.0;0.0;0.0;-4.0
1770207064.2414641;50.0;0.0;86.0;-88.0;-6.0;2.0;-2.0
1770207065.2537913;50.0;-60.0;10.0;-86.0;0.0;-2.0;-1.0
1770207066.269863;50.0;0.0;10.0;-84.0;0.0;0.0;0.0
1770207067.2802303;50.0;0.0;10.0;-84.0;0.0;0.0;0.0
1770207068.3084795;50.0;0.0;10.0;-84.0;0.0;0.0;0.0
1770207069.3386967;50.0;0.0;10.0;-84.0;0.0;0.0;0.0
1770207070.3440092;50.0;0.0;10.0;-84.0;0.0;0.0;0.0
1770207071.3509822;50.0;0.0;10.0;-84.0;0.0;0.0;0.0
1770207072.351268;50.0;0.0;10.0;-84.0;0.0;0.0;0.0
1770207074.7089276;50.0;40.0;51.0;-83.0;0.0;-1.0;1.0
1770207075.7103903;50.0;40.0;49.0;-83.0;0.0;0.0;0.0
1770207076.7128105;50.0;40.0;50.0;-82.0;0.0;0.0;0.0
1770207077.718129;50.0;40.0;51.0;-83.0;0.0;0.0;0.0
1770207078.7236784;50.0;40.0;53.0;-82.0;0.0;0.0;0.0
1770207079.7263386;50.0;50.0;65.0;-81.0;0.0;0.0;1.0
1770207080.7284617;50.0;70.0;80.0;-88.0;0.0;0.0;0.0
1770207081.7424045;50.0;70.0;89.0;-86.0;0.0;0.0;0.0
1770207082.7460072;50.0;80.0;92.0;-84.0;0.0;0.0;0.0
1770207083.7498524;50.0;80.0;91.0;-86.0;0.0;0.0;0.0
1770207084.7517784;50.0;80.0;92.0;-91.0;0.0;0.0;0.0
1770207085.7531738;50.0;90.0;103.0;-92.0;0.0;1.0;1.0
1770207086.758144;50.0;100.0;114.0;-81.0;0.0;1.0;1.0
1770207087.7723587;50.0;110.0;126.0;-77.0;0.0;1.0;1.0
1770207088.7835095;50.0;130.0;145.0;-78.0;0.0;0.0;1.0
1770207089.784744;50.0;150.0;158.0;-81.0;0.0;0.0;1.0
1770207090.7879293;50.0;160.0;171.0;-78.0;0.0;0.0;0.0
1770207091.7884066;50.0;160.0;174.0;-74.0;0.0;0.0;0.0
1770207092.7926488;50.0;160.0;172.0;-73.0;0.0;0.0;0.0
1770207093.7998023;50.0;160.0;173.0;-71.0;0.0;0.0;0.0
1770207094.7998273;49.0;160.0;171.0;-71.0;0.0;0.0;0.0
1770207095.8002012;49.0;150.0;166.0;-70.0;1.0;-4.0;0.0
