t,seq,frame_age_ms,distance_m,face_raw,crop_ok,face_bbox_w,face_bbox_h,faceid_score,face_auth,embed_ms,battery,segment
1789899237.6803803,2916,7.01,0.8,1,1,283,283,0.203,0,7.426,94.0,2
1789899237.7422438,2917,5.05,0.8,1,0,283,283,,,,94.0,2
1789899237.773419,2918,2.07,0.8,1,0,283,283,,,,94.0,2
1789899237.8196902,2919,13.95,0.8,1,0,283,283,,,,94.0,2
1789899237.8350108,2920,0.0,0.8,1,1,284,284,0.2014,0,8.051,94.0,2
1789899237.9126027,2921,7.09,0.8,1,1,284,284,0.2001,0,6.186,94.0,2
1789899237.9445527,2922,8.01,0.8,1,1,284,284,0.2081,0,7.395,94.0,2
1789899237.9754703,2923,6.02,0.8,1,1,284,284,0.2115,0,8.743,94.0,2
1789899238.0053566,2924,1.0,0.8,1,1,284,284,0.2136,0,8.927,94.0,2
1789899238.0833478,2925,14.12,0.8,1,1,284,284,0.2104,0,8.109,94.0,2
1789899238.1142666,2926,9.97,0.8,1,1,284,284,0.2249,0,8.318,94.0,2
1789899238.1461818,2927,10.97,0.8,1,1,284,284,0.226,0,8.436,94.0,2
1789899238.1766105,2928,4.99,0.8,1,1,284,284,0.2263,0,6.526,94.0,2
1789899238.2537522,2929,13.31,0.8,1,0,284,284,,,,94.0,2
1789899238.2846603,2930,13.17,0.8,1,0,284,284,,,,94.0,2
1789899238.316473,2931,6.87,0.8,1,0,284,284,,,,94.0,2
1789899238.3466187,2932,8.58,0.8,1,1,275,275,0.2244,0,8.155,94.0,2
1789899238.4243293,2933,14.96,0.8,1,1,275,275,0.2267,0,7.437,94.0,2
1789899238.4402857,2934,0.0,0.8,1,1,275,275,0.2309,0,7.98,94.0,2
1789899238.5026426,2935,4.0,0.8,1,1,275,275,0.2285,0,6.968,94.0,2
1789899238.517607,2936,10.97,0.8,1,1,275,275,0.2218,0,8.069,94.0,2
1789899238.5794444,2937,6.99,0.8,1,1,275,275,0.2204,0,7.183,94.0,2
1789899238.5934036,2938,10.97,0.8,1,1,275,275,0.223,0,7.647,94.0,2
1789899238.6566458,2939,14.37,0.8,1,1,275,275,0.2215,0,6.098,94.0,2
1789899238.6875677,2940,14.96,0.8,1,1,275,275,0.222,0,7.525,94.0,2
1789899238.7491462,2941,8.72,0.8,1,0,275,275,,,,94.0,2
1789899238.7798774,2942,7.09,0.8,1,0,275,275,,,,94.0,2
1789899238.8102598,2943,3.64,0.8,1,0,275,275,,,,94.0,2
1789899238.841363,2944,2.04,0.8,1,1,282,282,0.2106,0,8.679,94.0,2
1789899238.918845,2945,11.97,0.8,1,1,282,282,0.2204,0,10.565,94.0,2
1789899238.9418144,2946,3.02,0.8,1,1,282,282,0.2173,0,9.475,94.0,2
1789899238.9796817,2947,9.97,0.8,1,1,282,282,0.2214,0,8.519,94.0,2
1789899239.0105991,2948,3.99,0.8,1,1,282,282,0.2206,0,8.787,94.0,2
1789899239.0874062,2949,11.97,0.8,1,1,282,282,0.226,0,7.538,94.0,2
1789899239.118323,2950,13.96,0.8,1,1,282,282,0.2231,0,7.876,94.0,2
1789899239.150239,2951,10.97,0.8,1,1,282,282,0.2129,0,8.657,94.0,2
1789899239.1816616,2952,9.97,0.8,1,1,282,282,0.2089,0,8.725,94.0,2
1789899239.244124,2953,7.02,0.8,1,0,282,282,,,,94.0,2
1789899239.2744672,2954,1.08,0.8,1,0,282,282,,,,94.0,2
1789899239.3222594,2955,14.96,0.8,1,0,282,282,,,,94.0,2
1789899239.3528395,2956,14.73,0.8,1,1,267,267,0.8193,1,6.441,94.0,2
1789899239.414628,2957,7.98,0.8,1,1,267,267,0.8239,1,8.0,94.0,2
1789899239.4455795,2958,4.02,0.8,1,1,267,267,0.8152,1,8.136,94.0,2
1789899239.4770067,2959,6.02,0.8,1,1,267,267,0.798,1,6.598,94.0,2
1789899239.5228832,2960,14.0,0.8,1,1,267,267,0.7928,1,8.071,94.0,2
1789899239.5852597,2961,10.97,0.8,1,1,267,267,0.8207,1,8.591,94.0,2
1789899239.602718,2962,16.46,0.8,1,1,267,267,0.8356,1,8.821,94.0,2
1789899239.6465998,2963,5.98,0.8,1,1,267,267,0.8448,1,9.242,94.0,2
1789899239.6790228,2964,8.98,0.8,1,1,267,267,0.8512,1,7.962,94.0,2
1789899239.7398877,2965,3.02,0.8,1,0,267,267,,,,94.0,2
1789899239.7859242,2966,11.99,0.8,1,0,267,267,,,,94.0,2
1789899239.8166308,2967,10.92,0.8,1,0,267,267,,,,94.0,2
1789899239.8486488,2968,10.37,0.8,1,1,272,272,0.7797,1,11.397,94.0,2
1789899239.9095168,2969,3.03,0.8,1,1,272,272,0.742,1,8.107,94.0,2
1789899239.9408581,2970,2.45,0.8,1,1,272,272,0.7249,1,6.956,94.0,2
1789899239.9877741,2971,15.0,0.8,1,1,272,272,0.7152,1,7.905,94.0,2
1789899240.0196536,2972,12.97,0.8,1,1,272,272,0.7057,1,9.281,94.0,2
1789899240.079738,2973,7.98,0.8,1,1,272,272,0.6932,1,8.235,94.0,2
1789899240.1096585,2974,4.99,0.8,1,1,272,272,0.6868,1,8.5,94.0,2
1789899240.1565316,2975,14.96,0.8,1,1,272,272,0.6844,1,8.547,94.0,2
1789899240.1864512,2976,9.97,0.8,1,1,272,272,0.6794,1,7.769,94.0,2
1789899240.2483463,2977,10.03,0.8,1,0,272,272,,,,94.0,2
1789899240.2786658,2978,7.93,0.8,1,0,272,272,,,,94.0,2
1789899240.3091257,2979,3.69,0.8,1,0,272,272,,,,94.0,2
1789899240.3414142,2980,2.0,0.8,1,1,272,272,0.8255,1,6.968,94.0,2
1789899240.4172106,2981,11.97,0.8,1,1,272,272,0.8172,1,7.729,94.0,2
1789899240.4481626,2982,10.98,0.8,1,1,272,272,0.8246,1,9.25,94.0,2
1789899240.478065,2983,6.0,0.8,1,1,272,272,0.8249,1,8.864,94.0,2
1789899240.5249557,2984,13.97,0.8,1,1,272,272,0.8094,1,8.403,94.0,2
1789899240.5872993,2986,3.03,0.8,1,1,272,272,0.8045,1,9.077,94.0,2
1789899240.6486447,2987,10.01,0.8,1,1,272,272,0.8224,1,6.163,94.0,2
1789899240.6797106,2988,9.97,0.8,1,1,272,272,0.8347,1,7.763,94.0,2
1789899240.7418365,2989,2.31,0.8,1,0,272,272,,,,94.0,2
1789899240.7871954,2990,13.96,0.8,1,0,272,272,,,,94.0,2
1789899240.8189476,2991,12.83,0.8,1,0,272,272,,,,94.0,2
1789899240.8486183,2992,9.45,0.8,1,1,282,282,0.7359,1,9.172,94.0,2
1789899240.910457,2993,2.99,0.8,1,1,282,282,0.7292,1,9.021,94.0,2
1789899240.9429166,2994,3.53,0.8,1,1,282,282,0.7162,1,7.803,94.0,2
1789899240.9728358,2995,1.99,0.8,1,1,282,282,0.741,1,6.263,94.0,2
1789899241.0187142,2996,9.97,0.8,1,1,282,282,0.7491,1,7.36,94.0,2
1789899241.0491393,2997,9.48,0.8,1,1,282,282,0.7329,1,7.745,94.0,2
1789899241.1104999,2998,5.0,0.8,1,1,282,282,0.7198,1,6.158,94.0,2
1789899241.14142,2999,2.99,0.8,1,1,282,282,0.7306,1,6.524,94.0,2
1789899241.1878035,3000,14.96,0.8,1,1,282,282,0.7278,1,7.99,94.0,2
1789899241.2197194,3001,13.96,0.8,1,0,282,282,,,,94.0,2
1789899241.2801216,3002,6.06,0.8,1,0,282,282,,,,94.0,2
1789899241.3104243,3003,5.08,0.8,1,0,282,282,,,,94.0,2
1789899241.3417182,3004,1.07,0.8,1,1,266,266,0.7948,1,9.02,94.0,2
1789899241.3885171,3005,16.96,0.8,1,1,266,266,0.7975,1,7.815,94.0,2
1789899241.4493532,3006,8.98,0.8,1,1,266,266,0.7955,1,8.265,94.0,2
1789899241.4807775,3007,8.98,0.8,1,1,266,266,0.7961,1,6.645,94.0,2
1789899241.5116944,3008,2.98,0.8,1,1,266,266,0.8152,1,7.836,94.0,2
1789899241.5426106,3009,4.99,0.8,1,1,266,266,0.809,1,6.138,94.0,2
1789899241.5899901,3010,6.98,0.8,1,1,266,266,0.8005,1,8.339,94.0,2
1789899241.6513333,3011,14.96,0.8,1,1,266,266,0.8044,1,6.269,94.0,2
1789899241.6827555,3012,1.0,0.8,1,1,266,266,0.8116,1,6.312,94.0,2
1789899241.7136729,3013,8.98,0.8,1,0,266,266,,,,94.0,2
1789899241.7751365,3014,1.96,0.8,1,0,266,266,,,,94.0,2
1789899241.8215206,3015,14.29,0.8,1,0,266,266,,,,94.0,2
1789899241.852522,3016,14.2,0.8,1,1,282,282,0.2046,1,11.735,94.0,2
1789899241.8824413,3017,9.97,0.8,1,1,282,282,0.1983,1,11.07,94.0,2
1789899241.943296,3018,5.49,0.8,1,1,282,282,0.1993,0,9.781,94.0,2
1789899241.9757202,3019,2.99,0.8,1,1,282,282,0.1961,0,8.073,94.0,2
1789899242.0066376,3020,1.0,0.8,1,1,282,282,0.1953,0,8.237,94.0,2
1789899242.0515177,3021,10.97,0.8,1,1,282,282,0.2013,0,7.821,94.0,2
1789899242.1128669,3022,8.98,0.8,1,1,282,282,0.1953,0,6.404,94.0,2
1789899242.1427827,3023,5.98,0.8,1,1,282,282,0.2018,0,6.192,94.0,2
1789899242.1752043,3024,3.99,0.8,1,1,282,282,0.2022,0,7.471,94.0,2
1789899242.2211077,3025,12.99,0.8,1,0,282,282,,,,94.0,2
1789899242.2834814,3026,10.95,0.8,1,0,282,282,,,,94.0,2
1789899242.3139799,3027,7.51,0.8,1,0,282,282,,,,94.0,2
1789899242.3450553,3028,6.13,0.8,1,1,287,287,0.1946,0,8.734,94.0,2
1789899242.376973,3029,4.99,0.8,1,1,287,287,0.2034,0,11.663,94.0,2
1789899242.4519072,3030,13.1,0.8,1,1,287,287,0.2078,0,6.961,94.0,2
1789899242.483367,3031,13.51,0.8,1,1,287,287,0.2096,0,7.778,94.0,2
1789899242.5142627,3032,8.99,0.8,1,1,287,287,0.2028,0,7.573,94.0,2
1789899242.5611248,3033,13.96,0.8,1,1,287,287,0.2018,0,11.024,94.0,2
1789899242.5910454,3034,7.98,0.8,1,1,287,287,0.204,0,9.34,94.0,2
1789899242.6379194,3035,1.99,0.8,1,1,287,287,0.2099,0,8.227,94.0,2
1789899242.6837966,3036,12.96,0.8,1,1,287,287,0.207,0,8.97,94.0,2
1789899242.714713,3037,10.97,0.8,1,0,287,287,,,,94.0,2
1789899242.7760267,3038,4.59,0.8,1,0,287,287,,,,94.0,2
1789899242.822331,3039,14.98,0.8,1,0,287,287,,,,94.0,2
1789899242.8532717,3040,4.21,0.8,1,1,293,293,0.2101,0,9.552,94.0,2
1789899242.8797114,3041,9.48,0.8,1,1,293,293,0.2157,0,11.825,94.0,2
1789899242.9455523,3042,9.48,0.8,1,1,293,293,0.2198,0,7.908,94.0,2
1789899242.976974,3043,5.49,0.8,1,1,293,293,0.2214,0,7.335,94.0,2
1789899243.0078917,3044,1.99,0.8,1,1,293,293,0.2197,0,8.091,94.0,2
1789899243.0537689,3045,14.96,0.8,1,1,293,293,0.2201,0,8.14,94.0,2
1789899243.1150744,3046,8.98,0.8,1,1,293,293,0.2322,0,6.315,94.0,2
1789899243.1459916,3047,6.98,0.8,1,1,293,293,0.2303,0,11.568,94.0,2
1789899243.17691,3048,1.98,0.8,1,1,293,293,0.2268,0,13.336,94.0,2
1789899243.2068293,3049,1.0,0.8,1,0,293,293,,,,94.0,2
1789899243.2843418,3050,10.06,0.8,1,0,293,293,,,,94.0,2
1789899243.316163,3051,12.63,0.8,1,0,293,293,,,,94.0,2
1789899243.3469026,3052,7.77,0.8,1,1,284,284,0.2301,0,9.287,94.0,2
1789899243.377493,3053,2.99,0.8,1,1,284,284,0.2284,0,10.75,94.0,2
1789899243.4543166,3054,13.99,0.8,1,1,284,284,0.2247,0,12.195,94.0,2
1789899243.4772272,3055,5.99,0.8,1,1,284,284,0.2233,0,13.02,94.0,2
1789899243.516122,3056,7.98,0.8,1,1,284,284,0.2239,0,12.008,94.0,2
1789899243.5460424,3057,3.99,0.8,1,1,284,284,0.2231,0,12.538,94.0,2
1789899243.592424,3058,8.98,0.8,1,1,284,284,0.228,0,11.657,94.0,2
1789899243.6408048,3059,2.0,0.8,1,1,284,284,0.2288,0,14.286,94.0,2
1789899243.6856844,3060,13.96,0.8,1,1,284,284,0.2222,0,12.572,94.0,2
1789899243.7106175,3061,2.99,0.8,1,0,284,284,,,,94.0,2
1789899243.777944,3062,8.48,0.8,1,0,284,284,,,,94.0,2
1789899243.808576,3063,5.02,0.8,1,0,284,284,,,,94.0,2
1789899243.8396597,3064,1.0,0.8,1,1,280,280,0.7745,1,12.077,94.0,2
1789899243.8855708,3065,11.0,0.8,1,1,280,280,0.7746,1,12.042,94.0,2
1789899243.9479823,3066,9.02,0.8,1,1,280,280,0.7668,1,11.263,94.0,2
1789899243.978429,3067,4.56,0.8,1,1,280,280,0.7695,1,12.602,94.0,2
1789899244.0103776,3068,4.02,0.8,1,1,280,280,0.7683,1,12.562,94.0,2
1789899244.0562215,3069,14.96,0.8,1,1,280,280,0.7658,1,12.781,94.0,2
1789899244.1185915,3070,13.99,0.8,1,1,280,280,0.7698,1,11.034,94.0,2
1789899244.1495142,3071,6.02,0.8,1,1,280,280,0.7601,1,12.645,94.0,2
1789899244.1804318,3072,6.02,0.8,1,1,280,280,0.754,1,11.328,94.0,2
1789899244.2113483,3073,5.02,0.8,1,0,280,280,,,,94.0,2
1789899244.2885027,3074,9.74,0.8,1,0,280,280,,,,94.0,2
1789899244.3190694,3075,11.47,0.8,1,0,280,280,,,,94.0,2
1789899244.3502407,3076,11.87,0.8,1,1,283,283,0.7817,1,11.062,94.0,2
1789899244.398117,3077,8.98,0.8,1,1,283,283,0.7803,1,11.892,94.0,2
1789899244.4439924,3078,5.98,0.8,1,1,283,283,0.7843,1,11.197,94.0,2
1789899244.4749095,3079,3.99,0.8,1,1,283,283,0.7788,1,13.05,94.0,2
1789899244.506374,3080,2.02,0.8,1,1,283,283,0.7733,1,12.378,94.0,2
1789899244.5522492,3081,13.99,0.8,1,1,283,283,0.7634,1,10.856,94.0,2
1789899244.5981157,3082,12.98,0.8,1,1,283,283,0.768,1,11.758,94.0,2
1789899244.644993,3083,6.98,0.8,1,1,283,283,0.7824,1,12.143,94.0,2
1789899244.6759102,3084,4.99,0.8,1,1,283,283,0.7824,1,12.132,94.0,2
1789899244.7063355,3085,2.99,0.8,1,0,283,283,,,,94.0,2
1789899244.7835996,3086,11.89,0.8,1,0,283,283,,,,94.0,2
1789899244.8156214,3087,10.16,0.8,1,0,283,283,,,,94.0,2
1789899244.847066,3088,8.19,0.8,1,1,283,283,0.2065,1,13.762,94.0,2
1789899244.8799918,3089,7.0,0.8,1,1,283,283,0.2072,1,12.698,94.0,2
1789899244.9534972,3090,14.96,0.8,1,1,283,283,0.2085,0,11.263,94.0,2
1789899244.9754813,3091,4.03,0.8,1,1,283,283,0.2156,0,13.028,94.0,2
1789899245.0153618,3092,9.01,0.8,1,1,283,283,0.214,0,12.03,94.0,2
1789899245.045284,3093,5.02,0.8,1,1,283,283,0.2122,0,11.782,94.0,2
1789899245.1081188,3094,2.03,0.8,1,1,283,283,0.2041,0,11.975,94.0,2
1789899245.153998,3095,15.0,0.8,1,1,283,283,0.2141,0,12.346,94.0,2
1789899245.1788936,3096,6.98,0.8,1,1,283,283,0.2184,0,11.783,94.0,2
1789899245.2167926,3097,10.97,0.8,1,0,283,283,,,,94.0,2
1789899245.2775173,3098,4.93,0.8,1,0,283,283,,,,94.0,2
1789899245.3248708,3099,14.99,0.8,1,0,283,283,,,,94.0,2
1789899245.355827,3100,12.98,0.8,1,1,285,285,0.2256,0,9.406,94.0,2
1789899245.3827596,3101,6.98,0.8,1,1,285,285,0.2265,0,10.31,94.0,2
1789899245.4475846,3102,1.99,0.8,1,1,285,285,0.2254,0,12.161,94.0,2
1789899245.4785326,3103,4.02,0.8,1,1,285,285,0.2248,0,13.335,94.0,2
1789899245.5099921,3104,1.0,0.8,1,1,285,285,0.2211,0,12.238,94.0,2
1789899245.556865,3105,13.96,0.8,1,1,285,285,0.2175,0,11.226,94.0,2
1789899245.5878167,3106,3.99,0.8,1,1,285,285,0.2233,0,12.425,94.0,2
1789899245.6496181,3107,5.98,0.8,1,1,285,285,0.2244,0,11.14,94.0,2
1789899245.6805708,3108,4.03,0.8,1,1,285,285,0.2238,0,12.614,94.0,2
1789899245.7114527,3109,2.99,0.8,1,0,285,285,,,,94.0,2
1789899245.7883692,3110,10.97,0.8,1,0,285,285,,,,94.0,2
1789899245.8193326,3111,5.24,0.8,1,0,285,285,,,,94.0,2
1789899245.8499236,3112,6.08,0.8,1,1,268,268,0.7948,1,9.365,94.0,2
1789899245.8829641,3113,4.99,0.8,1,1,268,268,0.7625,1,11.932,94.0,2
1789899245.9437695,3114,1.99,0.8,1,1,268,268,0.2046,1,11.926,94.0,2
1789899245.9896467,3115,13.96,0.8,1,1,268,268,0.217,1,11.008,94.0,2
1789899246.0210717,3116,2.99,0.8,1,1,268,268,0.2028,0,12.685,94.0,2
1789899246.0519888,3117,5.98,0.8,1,1,268,268,0.1829,0,13.121,94.0,2
1789899246.112827,3118,5.98,0.8,1,1,268,268,0.0884,0,11.848,94.0,2
1789899246.1457396,3119,5.99,0.8,1,1,268,268,0.1262,0,11.748,94.0,2
1789899246.1761658,3120,2.99,0.8,1,1,268,268,0.1282,0,10.916,94.0,2
1789899246.2220428,3121,11.97,0.8,1,0,268,268,,,,94.0,2
1789899246.2835996,3122,7.65,0.8,1,0,268,268,,,,94.0,2
1789899246.3143358,3123,4.46,0.8,1,0,268,268,,,,94.0,2
1789899246.3466177,3124,5.54,0.8,1,0,268,268,,,,94.0,2
1789899246.3766303,3125,0.97,0.8,1,0,268,268,,,,94.0,2
1789899246.4532893,3126,5.58,0.8,1,0,268,268,,,,94.0,2
1789899246.485349,3127,9.76,0.8,1,0,268,268,,,,94.0,2
1789899246.5152712,3128,5.89,0.8,1,0,268,268,,,,94.0,2
1789899246.546783,3129,4.98,0.8,1,0,268,268,,,,94.0,2
1789899246.5935428,3130,11.38,0.8,0,0,268,268,,,,94.0,2
1789899246.6558242,3131,13.95,0.8,0,0,268,268,,,,94.0,2
1789899246.6860206,3132,11.45,0.8,0,0,268,268,,,,94.0,2
1789899246.7174573,3133,9.0,0.8,0,0,268,268,,,,94.0,2
1789899246.7781563,3134,1.0,0.8,0,0,268,268,,,,94.0,2
1789899246.8091936,3135,2.07,0.8,0,0,268,268,,,,94.0,2
1789899246.857003,3136,14.64,0.8,0,0,268,268,,,,94.0,2
1789899246.886925,3137,9.98,0.8,0,0,268,268,,,,94.0,2
1789899246.9488337,3138,5.49,0.8,0,0,268,268,,,,94.0,2
1789899246.979786,3139,4.02,0.8,0,0,268,268,,,,94.0,2
1789899247.024863,3140,12.21,0.8,0,0,268,268,,,,94.0,2
1789899247.056119,3141,13.82,0.8,0,0,268,268,,,,94.0,2
1789899247.1185274,3142,8.7,0.8,0,0,268,268,,,,94.0,2
1789899247.148961,3143,7.24,0.8,0,0,268,268,,,,94.0,2
1789899247.1797688,3144,4.17,0.8,0,0,268,268,,,,94.0,2
1789899247.2108448,3145,2.0,0.8,0,0,268,268,,,,94.0,2
1789899247.286877,3146,10.62,0.8,0,0,268,268,,,,94.0,2
1789899247.3188784,3147,8.0,0.8,0,0,268,268,,,,94.0,2
1789899247.3497431,3148,11.03,0.8,0,0,268,268,,,,94.0,2
1789899247.381331,3149,6.67,0.8,0,0,268,268,,,,94.0,2
1789899253.3851664,3293,8.98,1.0,1,1,219,219,0.2335,0,12.401,94.0,3
1789899253.415089,3294,3.99,1.0,1,1,219,219,0.0782,0,14.152,94.0,3
1789899253.4774308,3295,0.0,1.0,1,1,219,219,0.0902,0,12.143,94.0,3
1789899253.5243049,3296,13.96,1.0,1,1,219,219,0.1241,0,11.611,94.0,3
1789899253.5467575,3297,1.0,1.0,1,1,219,219,0.0918,0,13.275,94.0,3
1789899253.5856528,3298,9.97,1.0,1,1,219,219,0.0768,0,12.795,94.0,3
1789899253.6170793,3299,1.0,1.0,1,1,219,219,0.1028,0,11.913,94.0,3
1789899253.679424,3300,3.99,1.0,1,1,219,219,0.134,0,11.975,94.0,3
1789899253.7093441,3301,1.0,1.0,1,0,219,219,,,,94.0,3
1789899253.7561975,3302,14.96,1.0,1,0,219,219,,,,94.0,3
1789899253.8172963,3303,9.07,1.0,1,0,219,219,,,,94.0,3
1789899253.848486,3304,5.38,1.0,1,1,192,192,0.0911,0,9.61,94.0,3
1789899253.8784692,3305,4.99,1.0,1,1,192,192,0.1333,0,10.607,94.0,3
1789899253.909422,3306,2.03,1.0,1,1,192,192,0.1528,0,12.362,94.0,3
1789899254.001404,3307,11.23,1.0,1,1,192,192,0.2147,0,12.754,94.0,3
1789899254.025342,3308,15.96,1.0,1,1,192,192,0.349,0,11.887,94.0,3
1789899254.0492783,3309,6.98,1.0,1,1,192,192,0.3839,0,12.51,94.0,3
1789899254.0807042,3310,5.98,1.0,1,1,192,192,0.3952,0,12.102,94.0,3
1789899254.156536,3311,11.97,1.0,1,1,192,192,0.3542,0,12.774,94.0,3
1789899254.1814656,3312,7.01,1.0,1,1,192,192,0.3398,0,13.159,94.0,3
1789899254.232909,3313,11.58,1.0,1,0,192,192,,,,94.0,3
1789899254.2488666,3314,4.02,1.0,1,0,192,192,,,,94.0,3
1789899254.3106225,3315,2.96,1.0,1,0,192,192,,,,94.0,3
1789899254.35704,3316,14.73,1.0,1,1,209,209,0.626,1,9.497,94.0,3
1789899254.3849971,3317,9.01,1.0,1,1,209,209,0.6268,1,11.625,94.0,3
1789899254.4189022,3318,11.0,1.0,1,1,209,209,0.5963,1,11.751,94.0,3
1789899254.4807396,3319,8.01,1.0,1,1,209,209,0.5161,1,9.703,94.0,3
1789899254.5126226,3320,4.99,1.0,1,1,209,209,0.3288,1,14.414,94.0,3
1789899254.5580096,3321,14.96,1.0,1,1,209,209,0.2725,1,11.935,94.0,3
1789899254.5829434,3322,6.98,1.0,1,1,209,209,0.2622,0,14.172,94.0,3
1789899254.619451,3323,4.03,1.0,1,1,209,209,0.2607,0,12.87,94.0,3
1789899254.6812496,3324,1.0,1.0,1,1,209,209,0.2803,0,12.372,94.0,3
1789899254.71271,3325,5.53,1.0,1,0,209,209,,,,94.0,3
1789899254.7436314,3326,4.99,1.0,1,0,209,209,,,,94.0,3
1789899254.8221326,3327,13.4,1.0,1,0,209,209,,,,94.0,3
1789899254.8527231,3328,11.64,1.0,1,1,214,214,0.8582,1,9.322,94.0,3
1789899254.8798363,3329,5.02,1.0,1,1,214,214,0.8665,1,13.271,94.0,3
1789899254.9052422,3330,0.51,1.0,1,1,214,214,0.7714,1,10.426,94.0,3
1789899254.9761152,3331,1.99,1.0,1,1,214,214,0.2865,1,11.074,94.0,3
1789899255.0080297,3332,1.99,1.0,1,1,214,214,0.0448,1,12.461,94.0,3
1789899255.0534167,3333,14.45,1.0,1,1,214,214,0.0145,0,12.15,94.0,3
1789899255.0773513,3334,4.99,1.0,1,1,214,214,0.0509,0,12.293,94.0,3
1789899255.1476707,3335,7.98,1.0,1,1,214,214,0.0661,0,11.388,94.0,3
1789899255.1775916,3336,4.99,1.0,1,1,214,214,0.0886,0,13.541,94.0,3
1789899255.2085075,3337,1.99,1.0,1,0,214,214,,,,94.0,3
1789899255.2548974,3338,5.5,1.0,1,0,214,214,,,,94.0,3
1789899255.3174312,3339,8.73,1.0,1,0,214,214,,,,94.0,3
1789899255.3496604,3340,8.27,1.0,1,1,191,191,0.8633,1,8.993,94.0,3
1789899255.375562,3341,2.0,1.0,1,1,191,191,0.816,1,11.512,94.0,3
1789899255.4124622,3342,4.99,1.0,1,1,191,191,0.7691,1,10.349,94.0,3
1789899255.4738731,3343,1.0,1.0,1,1,191,191,0.6213,1,11.987,94.0,3
1789899255.519783,3344,14.0,1.0,1,1,191,191,0.5234,1,11.588,94.0,3
1789899255.5431976,3345,6.49,1.0,1,1,191,191,0.4612,1,13.715,94.0,3
1789899255.5821266,3346,7.01,1.0,1,1,191,191,0.4035,1,11.593,94.0,3
1789899255.6270096,3347,10.01,1.0,1,1,191,191,0.3045,1,11.469,94.0,3
1789899255.6888087,3348,13.96,1.0,1,1,191,191,0.2075,0,11.193,94.0,3
1789899255.7117462,3349,7.98,1.0,1,0,191,191,,,,94.0,3
1789899255.7506642,3350,9.48,1.0,1,0,191,191,,,,94.0,3
1789899255.812915,3351,8.8,1.0,1,0,191,191,,,,94.0,3
1789899255.859559,3352,13.52,1.0,1,1,195,195,0.8147,1,11.934,94.0,3
1789899255.8906174,3353,20.94,1.0,1,1,195,195,0.8473,1,10.414,94.0,3
1789899255.9130697,3354,7.49,1.0,1,1,195,195,0.8475,1,13.026,94.0,3
1789899255.984387,3355,12.96,1.0,1,1,195,195,0.8391,1,11.484,94.0,3
1789899256.0163023,3356,8.98,1.0,1,1,195,195,0.8395,1,11.317,94.0,3
1789899256.046221,3357,5.98,1.0,1,1,195,195,0.8229,1,11.911,94.0,3
1789899256.0786462,3358,6.98,1.0,1,1,195,195,0.8192,1,10.693,94.0,3
1789899256.1384847,3359,1.0,1.0,1,1,195,195,0.7686,1,12.205,94.0,3
1789899256.1843617,3360,14.96,1.0,1,1,195,195,0.7622,1,12.702,94.0,3
1789899256.2122886,3361,8.98,1.0,1,0,195,195,,,,94.0,3
1789899256.2467053,3362,3.99,1.0,1,0,195,195,,,,94.0,3
1789899256.3088248,3363,6.13,1.0,1,0,195,195,,,,94.0,3
1789899256.3402822,3364,0.0,1.0,1,1,203,203,0.7584,1,9.636,94.0,3
1789899256.386159,3365,13.96,1.0,1,1,203,203,0.75,1,10.985,94.0,3
1789899256.4090977,3366,4.99,1.0,1,1,203,203,0.7476,1,12.277,94.0,3
1789899256.4784226,3367,4.99,1.0,1,1,203,203,0.774,1,13.01,94.0,3
1789899256.5093393,3368,4.99,1.0,1,1,203,203,0.7802,1,13.62,94.0,3
1789899256.5402577,3369,2.99,1.0,1,1,203,203,0.7776,1,14.819,94.0,3
1789899256.5716507,3370,1.0,1.0,1,1,203,203,0.7904,1,13.578,94.0,3
1789899256.6165326,3371,1.0,1.0,1,1,203,203,0.772,1,12.869,94.0,3
1789899256.6793628,3372,11.97,1.0,1,1,203,203,0.7673,1,14.158,94.0,3
1789899256.7062905,3373,4.99,1.0,1,0,203,203,,,,94.0,3
1789899256.740707,3374,2.99,1.0,1,0,203,203,,,,94.0,3
1789899256.8182855,3375,12.9,1.0,1,0,203,203,,,,94.0,3
1789899256.848759,3376,11.05,1.0,1,1,202,202,0.7544,1,11.495,94.0,3
1789899256.8782246,3377,7.01,1.0,1,1,202,202,0.7624,1,12.91,94.0,3
1789899256.9121,3378,4.99,1.0,1,1,202,202,0.7652,1,11.753,94.0,3
1789899256.9729507,3379,1.0,1.0,1,1,202,202,0.7349,1,11.557,94.0,3
1789899257.0178678,3380,14.0,1.0,1,1,202,202,0.7241,1,11.878,94.0,3
1789899257.050743,3381,8.98,1.0,1,1,202,202,0.7015,1,9.775,94.0,3
1789899257.07972,3382,7.02,1.0,1,1,202,202,0.688,1,13.295,94.0,3
1789899257.141552,3383,1.03,1.0,1,1,202,202,0.6702,1,12.75,94.0,3
1789899257.173045,3384,2.03,1.0,1,1,202,202,0.6738,1,10.809,94.0,3
1789899257.2189198,3385,12.99,1.0,1,0,202,202,,,,94.0,3
1789899257.2503278,3386,9.97,1.0,1,0,202,202,,,,94.0,3
1789899257.3128157,3387,7.17,1.0,1,0,202,202,,,,94.0,3
1789899257.343402,3388,6.53,1.0,1,1,203,203,0.7561,1,9.284,94.0,3
1789899257.3738065,3389,1.0,1.0,1,1,203,203,0.7706,1,12.188,94.0,3
